pair_id,subject_id,axis,positive_earlier_calc,control_diff,diff__regime__active__elemental_environment_shift,diff__regime__active__geju_state_change,diff__regime__active__key_pillar_change,diff__regime__active__major_relation_change,diff__regime__active__rooting_exposure_change,diff__regime__active__special_structure_change,diff__regime__active__stem_branch_convergence,diff__regime__active__structural_activation_shift,diff__regime__active__tiaohou_change,diff__regime__active__yong_xiang_support_shift,diff__regime__ambiguous__elemental_environment_shift,diff__regime__ambiguous__geju_state_change,diff__regime__ambiguous__key_pillar_change,diff__regime__ambiguous__major_relation_change,diff__regime__ambiguous__rooting_exposure_change,diff__regime__ambiguous__special_structure_change,diff__regime__ambiguous__stem_branch_convergence,diff__regime__ambiguous__structural_activation_shift,diff__regime__ambiguous__tiaohou_change,diff__regime__ambiguous__yong_xiang_support_shift,diff__regime__confidence,diff__regime__contradiction_count,diff__regime__direction_score,diff__regime__fav_minus_unfav_clean,diff__regime__n_active,diff__regime__n_agree,diff__regime__relation_intensity,diff__regime__season_efficacy,diff__regime__signed__elemental_environment_shift,diff__regime__signed__geju_state_change,diff__regime__signed__key_pillar_change,diff__regime__signed__major_relation_change,diff__regime__signed__rooting_exposure_change,diff__regime__signed__special_structure_change,diff__regime__signed__stem_branch_convergence,diff__regime__signed__structural_activation_shift,diff__regime__signed__tiaohou_change,diff__regime__signed__yong_xiang_support_shift,diff__regime__stem_rooted,diff__regime_relrole__AMBIGUOUS,diff__regime_relrole__CLASHES_HARMFUL_STRUCTURE,diff__regime_relrole__CLASHES_USEFUL_STRUCTURE,diff__regime_relrole__COMPETING_HAP_CLASH,diff__regime_relrole__STRUCTURAL_MOVEMENT,diff__regime_relrole__SUPPORTS_HARMFUL,diff__regime_relrole__SUPPORTS_USEFUL_OR_BINDS,diff__tgctx__branch_effect,diff__tgctx__branch_role__AMBIGUOUS,diff__tgctx__branch_role__CONTROLS_EXCESS,diff__tgctx__branch_role__DRAINS_EXCESS,diff__tgctx__branch_role__DRAINS_WEAK,diff__tgctx__branch_role__FEEDS_HARMFUL_EXCESS,diff__tgctx__branch_role__NEUTRAL,diff__tgctx__branch_role__OVERBURDENS_OR_COVERS,diff__tgctx__branch_role__OVERBURDENS_WEAK_STRUCTURE,diff__tgctx__branch_role__SUPPLIES_NEEDED_RESOURCE,diff__tgctx__branch_role__SUPPORTS_USEFUL_STRUCTURE,diff__tgctx__stem_effect,diff__tgctx__stem_role__AMBIGUOUS,diff__tgctx__stem_role__CONTROLS_EXCESS,diff__tgctx__stem_role__DRAINS_EXCESS,diff__tgctx__stem_role__DRAINS_WEAK,diff__tgctx__stem_role__FEEDS_HARMFUL_EXCESS,diff__tgctx__stem_role__NEUTRAL,diff__tgctx__stem_role__OVERBURDENS_OR_COVERS,diff__tgctx__stem_role__OVERBURDENS_WEAK_STRUCTURE,diff__tgctx__stem_role__SUPPLIES_NEEDED_RESOURCE,diff__tgctx__stem_role__SUPPORTS_USEFUL_STRUCTURE,diff__year_elem__branch_sign,diff__year_elem__stem_sign,diff__year_natal_rel__intensity,diff__year_natal_rel__role__AMBIGUOUS,diff__year_natal_rel__role__CLASHES_HARMFUL_STRUCTURE,diff__year_natal_rel__role__CLASHES_USEFUL_STRUCTURE,diff__year_natal_rel__role__COMPETING_HAP_CLASH,diff__year_natal_rel__role__STRUCTURAL_MOVEMENT,diff__year_natal_rel__role__SUPPORTS_HARMFUL,diff__year_natal_rel__role__SUPPORTS_USEFUL_OR_BINDS,diff__year_natal_rel__valence,diff__yearctx__binglin_dy,diff__yearctx__contextual_trigger,diff__yearctx__dy_context,diff__yearctx__event_intensity,diff__yearctx__fanyin,diff__yearctx__fuyin_natal_dae,diff__yearctx__fuyin_natal_year,diff__yearctx__reinforce,diff__yearctx__valence
V4UD_061_P01,V4UD_061,STATUS,True,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,-0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,2.0,0.0,2.635,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-0.49500000000000005,0.0,-0.13225000000000006,1.2,2.135,0.0,0.0,-1.0,1.0,-0.29500000000000004
V4UD_063_P01,V4UD_063,STATUS,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14999999999999997,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5050000000000001,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.9675,-1.0,0.19308925000000016,0.0,-2.3050000000000006,0.0,0.0,0.0,0.0,0.7175
V4UD_065_P01,V4UD_065,STATUS,False,-22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.07430000000000003,1.0,1.0,2.0,-1.66,-0.5,1.0,0.0,0.0,-0.6775,-0.4,0.0,1.0,0.0,0.0,0.0,-1.0,2.0,-3.0,0.0,2.0,0.0,-1.0,0.0,-0.65,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.65,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-2.0,-2.0,-0.10749999999999993,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,-0.925,0.0,-1.61758184375,-2.4,-0.10749999999999993,0.0,0.0,0.0,-2.0,-1.8250000000000002
V4UD_066_P01,V4UD_066,STATUS,True,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,3.0199999999999996,1.0,0.0,0.0,1.0,0.0,3.0,0.0,-1.235,0.0,-1.1297335000000004,0.0,1.9199999999999995,-1.0,0.0,-1.0,0.0,-1.51
V4UD_069_P01,V4UD_069,STATUS,True,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.55,2.0,0.08779999999999999,-0.5,1.0,-1.0,-2.3625,-0.75,0.0,0.0,1.0,0.8699999999999999,-0.4,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,-0.45,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,1.0,-1.7249999999999996,0.0,1.0,-1.0,0.0,0.0,-1.0,-1.0,0.7525,0.0,0.16119818750000012,-1.2,-1.2249999999999996,0.0,0.0,1.0,-1.0,0.3275
V4UD_074_P01,V4UD_074,STATUS,True,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14999999999999997,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,2.0,0.48,2.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0.9675,0.0,0.635284,1.2,-0.020000000000000018,0.0,0.0,-1.0,1.0,1.1424999999999998
V4UD_076_P01,V4UD_076,STATUS,True,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-2.705,-1.0,-2.0,0.0,-1.0,0.0,0.0,0.0,-1.165,0.0,-0.758274125,1.2,-2.705,0.0,0.0,0.0,1.0,-1.065
V4UD_077_P01,V4UD_077,STATUS,True,-11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-0.4,2.0,0.06220000000000003,-1.0,1.0,0.0,0.73,0.5,-1.0,0.0,1.0,1.3225,0.4,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,-0.1,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6074999999999999,1.0,0.0,-1.0,1.0,0.0,-1.0,0.0,1.1,0.0,0.5934448124999999,0.0,-0.10749999999999993,0.0,0.0,1.0,0.0,0.95
V4UD_078_P01,V4UD_078,STATUS,True,-17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,-2.0,0.2414,0.0,0.0,2.0,1.4625,0.0,0.0,0.0,1.0,1.6949999999999998,-0.44999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19999999999999998,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.915,-1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.3199999999999998,0.0,0.5896159375000001,-0.6,1.915,0.0,0.0,0.0,-0.5,1.0699999999999998
V4UD_080_P01,V4UD_080,STATUS,True,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,-1.0,-0.29290000000000005,0.0,0.0,1.0,1.1124999999999998,-0.25,0.0,0.0,-1.0,-1.9900000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,2.0,-1.0,0.0,1.0,-1.0,-0.5,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,1.0,-0.38249999999999984,1.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.7725,0.0,0.21487500000000007,0.0,-0.38249999999999984,0.0,0.0,0.0,0.0,0.47250000000000003
V4UD_081_P01,V4UD_081,STATUS,False,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-0.4,2.0,0.045400000000000024,-1.0,1.0,0.0,1.7125000000000001,0.75,-1.0,0.0,1.0,2.0,-0.4,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,-2.0,1.0,0.19999999999999998,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.245,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0575,0.0,-0.5816250000000001,0.0,0.245,0.0,0.0,0.0,0.0,-1.0575
V4UD_082_P01,V4UD_082,STATUS,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15000000000000002,1.0,0.241,0.0,0.0,-1.0,0.0625,-0.5,0.0,0.0,0.0,0.66,1.6,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,-1.0,-1.0,0.0,1.0,1.0,-0.14999999999999997,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,2.0,-2.0,0.2974999999999999,-1.0,-1.0,2.0,-1.0,0.0,1.0,-1.0,-2.8049999999999997,0.0,-1.89461921875,0.0,0.2974999999999999,0.0,0.0,0.0,0.0,-2.78
V4UD_083_P01,V4UD_083,STATUS,True,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.4,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,2.0,2.0,2.005,-2.0,1.0,0.0,-1.0,1.0,2.0,0.0,-0.3875,0.0,0.17687499999999995,2.4,2.005,0.0,0.0,0.0,2.0,0.31249999999999994
V4UD_084_P01,V4UD_084,STATUS,False,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,2.0,-0.07019999999999998,0.5,1.0,-1.0,-0.3325,-0.25,0.0,0.0,-1.0,-1.0225,0.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,-1.0,0.0,0.0,2.0,0.0,0.45,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-2.0,-1.5499999999999998,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.7925,0.0,0.418375,-0.6,-1.5499999999999998,0.0,0.0,0.0,-0.5,0.7675
V4UD_085_P01,V4UD_085,STATUS,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.176,-0.5,-1.0,-1.0,0.7199999999999998,-0.5,0.0,0.0,0.0,-0.1650000000000002,-0.44999999999999996,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-2.0,-0.04249999999999998,1.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.38250000000000006,0.0,0.6453375,-1.2,-0.5425,0.0,0.0,-1.0,-1.0,0.7825000000000001
V4UD_086_P01,V4UD_086,STATUS,False,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.55,2.0,0.2462,0.0,0.0,-2.0,0.08749999999999991,0.25,0.0,0.0,1.0,1.7225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2.0,-1.0,-1.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.45,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.7075,0.0,0.0,2.0,0.0,0.0,1.0,-1.0,-2.005,0.0,-0.7395481250000002,-2.4,1.7075,0.0,0.0,0.0,-2.0,-1.5550000000000002
V4UD_088_P01,V4UD_088,STATUS,True,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.4,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0625,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.6875,0.0,-0.3121845312500001,0.0,1.0625,0.0,0.0,0.0,0.0,-0.2875000000000001
V4UD_089_P01,V4UD_089,STATUS,True,-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.31720000000000004,0.0,0.0,0.0,-0.7624999999999997,0.5,0.0,0.0,-1.0,-0.46750000000000014,-1.6,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-0.19999999999999998,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-2.0,1.0,1.5875000000000004,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.1375000000000002,0.0,0.8720473125,0.6,1.5875000000000004,0.0,0.0,0.0,0.5,1.3375000000000001
V4UD_091_P01,V4UD_091,STATUS,True,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,-0.9300000000000002,0.0,-1.0,-1.0,0.0,0.0,0.0,1.0,0.24750000000000016,0.0,0.5492658750000001,1.2,-1.4300000000000002,0.0,0.0,-1.0,1.0,0.6725000000000002
V4UD_092_P01,V4UD_092,STATUS,False,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999998,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.6300000000000001,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.405,0.0,0.016284125000000205,-1.2,-0.6300000000000001,0.0,0.0,0.0,-1.0,0.15500000000000003
V4UD_093_P01,V4UD_093,STATUS,True,-5.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.30000000000000004,0.0,-0.2456,-1.0,-1.0,-3.0,0.8099999999999998,0.25,-1.0,0.0,0.0,-0.6100000000000001,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.45,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5124999999999997,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-1.7275,0.0,-0.5381894687500002,1.7999999999999998,0.5124999999999997,0.0,0.0,0.0,1.5,-1.1525
V4UD_094_P01,V4UD_094,STATUS,True,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-0.15000000000000002,1.0,0.15159999999999998,0.0,0.0,-1.0,0.4575,0.0,0.0,0.0,1.0,0.8599999999999999,-0.44999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.6775000000000002,0.0,0.0,1.0,0.0,0.0,2.0,-1.0,-2.2325,0.0,-1.5634350937500001,2.4,1.6775000000000002,0.0,-1.0,0.0,2.0,-2.3325
V4UD_098_P01,V4UD_098,STATUS,True,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.35,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.14999999999999997,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0175,1.0,1.0,0.0,1.0,0.0,1.0,-1.0,-0.13250000000000006,0.0,-0.04239906250000003,0.0,2.0175,0.0,0.0,0.0,0.0,-0.35750000000000015
V4UD_100_P01,V4UD_100,STATUS,True,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.7025000000000002,2.0,-1.0,0.0,2.0,0.0,0.0,0.0,-0.5349999999999999,0.0,-0.25925,-1.2,0.20250000000000012,0.0,0.0,-1.0,-1.0,-0.48499999999999993
V4UDW2_001_P01,V4UDW2_001,COMPETITIVE,True,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.05,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0224999999999995,-1.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.16999999999999982,0.0,-0.05307728125000011,0.0,0.5224999999999995,0.0,0.0,-1.0,0.0,-0.0050000000000001155
V4UDW2_002_P01,V4UDW2_002,COMPETITIVE,True,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,2.4074999999999998,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.5974999999999999,0.0,0.26219125,-1.2,2.4074999999999998,0.0,0.0,0.0,-1.0,0.39749999999999985
V4UDW2_003_P01,V4UDW2_003,COMPETITIVE,False,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6374999999999997,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,1.6875,0.0,1.0326,0.0,0.6374999999999997,0.0,0.0,0.0,0.0,1.6624999999999999
V4UDW2_004_P01,V4UDW2_004,PROJECT,True,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.45,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.45,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8299999999999998,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.5824999999999999,0.0,-0.8819509062499999,0.0,-0.8299999999999998,0.0,0.0,0.0,0.0,-1.0325
V4UDW2_005_P01,V4UDW2_005,PROJECT,False,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14999999999999997,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.14999999999999997,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0725,-1.0,1.0,0.0,-1.0,0.0,-1.0,0.0,0.8725,0.0,0.4316194375000001,0.0,-1.0725,0.0,0.0,0.0,0.0,0.7224999999999999
