pair_id,subject_id,axis,positive_earlier_calc,control_diff,diff__regime__active__elemental_environment_shift,diff__regime__active__geju_state_change,diff__regime__active__key_pillar_change,diff__regime__active__major_relation_change,diff__regime__active__rooting_exposure_change,diff__regime__active__special_structure_change,diff__regime__active__stem_branch_convergence,diff__regime__active__structural_activation_shift,diff__regime__active__tiaohou_change,diff__regime__active__yong_xiang_support_shift,diff__regime__ambiguous__elemental_environment_shift,diff__regime__ambiguous__geju_state_change,diff__regime__ambiguous__key_pillar_change,diff__regime__ambiguous__major_relation_change,diff__regime__ambiguous__rooting_exposure_change,diff__regime__ambiguous__special_structure_change,diff__regime__ambiguous__stem_branch_convergence,diff__regime__ambiguous__structural_activation_shift,diff__regime__ambiguous__tiaohou_change,diff__regime__ambiguous__yong_xiang_support_shift,diff__regime__confidence,diff__regime__contradiction_count,diff__regime__direction_score,diff__regime__fav_minus_unfav_clean,diff__regime__n_active,diff__regime__n_agree,diff__regime__relation_intensity,diff__regime__season_efficacy,diff__regime__signed__elemental_environment_shift,diff__regime__signed__geju_state_change,diff__regime__signed__key_pillar_change,diff__regime__signed__major_relation_change,diff__regime__signed__rooting_exposure_change,diff__regime__signed__special_structure_change,diff__regime__signed__stem_branch_convergence,diff__regime__signed__structural_activation_shift,diff__regime__signed__tiaohou_change,diff__regime__signed__yong_xiang_support_shift,diff__regime__stem_rooted,diff__regime_relrole__AMBIGUOUS,diff__regime_relrole__CLASHES_HARMFUL_STRUCTURE,diff__regime_relrole__CLASHES_USEFUL_STRUCTURE,diff__regime_relrole__COMPETING_HAP_CLASH,diff__regime_relrole__STRUCTURAL_MOVEMENT,diff__regime_relrole__SUPPORTS_HARMFUL,diff__regime_relrole__SUPPORTS_USEFUL_OR_BINDS,diff__tgctx__branch_effect,diff__tgctx__branch_role__AMBIGUOUS,diff__tgctx__branch_role__CONTROLS_EXCESS,diff__tgctx__branch_role__DRAINS_EXCESS,diff__tgctx__branch_role__DRAINS_WEAK,diff__tgctx__branch_role__FEEDS_HARMFUL_EXCESS,diff__tgctx__branch_role__NEUTRAL,diff__tgctx__branch_role__OVERBURDENS_OR_COVERS,diff__tgctx__branch_role__OVERBURDENS_WEAK_STRUCTURE,diff__tgctx__branch_role__SUPPLIES_NEEDED_RESOURCE,diff__tgctx__branch_role__SUPPORTS_USEFUL_STRUCTURE,diff__tgctx__stem_effect,diff__tgctx__stem_role__AMBIGUOUS,diff__tgctx__stem_role__CONTROLS_EXCESS,diff__tgctx__stem_role__DRAINS_EXCESS,diff__tgctx__stem_role__DRAINS_WEAK,diff__tgctx__stem_role__FEEDS_HARMFUL_EXCESS,diff__tgctx__stem_role__NEUTRAL,diff__tgctx__stem_role__OVERBURDENS_OR_COVERS,diff__tgctx__stem_role__OVERBURDENS_WEAK_STRUCTURE,diff__tgctx__stem_role__SUPPLIES_NEEDED_RESOURCE,diff__tgctx__stem_role__SUPPORTS_USEFUL_STRUCTURE,diff__year_elem__branch_sign,diff__year_elem__stem_sign,diff__year_natal_rel__intensity,diff__year_natal_rel__role__AMBIGUOUS,diff__year_natal_rel__role__CLASHES_HARMFUL_STRUCTURE,diff__year_natal_rel__role__CLASHES_USEFUL_STRUCTURE,diff__year_natal_rel__role__COMPETING_HAP_CLASH,diff__year_natal_rel__role__STRUCTURAL_MOVEMENT,diff__year_natal_rel__role__SUPPORTS_HARMFUL,diff__year_natal_rel__role__SUPPORTS_USEFUL_OR_BINDS,diff__year_natal_rel__valence,diff__yearctx__binglin_dy,diff__yearctx__contextual_trigger,diff__yearctx__dy_context,diff__yearctx__event_intensity,diff__yearctx__fanyin,diff__yearctx__fuyin_natal_dae,diff__yearctx__fuyin_natal_year,diff__yearctx__reinforce,diff__yearctx__valence
V4UD_024_P01,V4UD_024,COMPETITIVE,False,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.30000000000000004,-1.0,0.2922,1.0,1.0,3.0,-0.09999999999999987,-0.75,1.0,0.0,0.0,-0.45999999999999996,1.6,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.19999999999999998,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0499999999999998,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.675,0.0,-0.403842,0.0,0.55,0.0,-1.0,-1.0,0.0,-0.6000000000000001
V4UD_025_P01,V4UD_025,COMPETITIVE,True,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,2.0,2.0,-0.7349999999999999,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.7375,1.0,0.7651230625000001,2.4,0.06500000000000039,0.0,0.0,0.0,2.0,1.0625
V4UD_005_P01,V4UD_005,COMPETITIVE,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,0.23499999999999988,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.1099999999999999,0.0,0.5397578125000001,0.0,0.23499999999999988,0.0,0.0,0.0,0.0,0.91
V4UD_026_P01,V4UD_026,COMPETITIVE,True,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,1.5250000000000001,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,1.12,0.0,0.5810000000000001,-1.2,1.5250000000000001,0.0,0.0,0.0,-1.0,1.0699999999999998
V4UD_006_P01,V4UD_006,COMPETITIVE,False,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.4349999999999996,0.0,-3.0,0.0,0.0,0.0,3.0,0.0,-2.755,0.0,-1.9315682499999998,-0.6,-0.4349999999999996,0.0,0.0,0.0,-0.5,-2.655
V4UD_027_P01,V4UD_027,COMPETITIVE,False,-3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.4,-2.0,0.0012999999999999956,1.0,-1.0,0.0,-0.99,-0.75,1.0,0.0,-1.0,-2.0,0.85,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,-2.0,0.0,0.0,0.0,2.0,-1.0,-0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-2.0,-2.0,1.1249999999999998,0.0,2.0,1.0,0.0,0.0,-2.0,0.0,1.785,0.0,0.676253375,2.4,1.1249999999999998,0.0,0.0,0.0,2.0,1.3849999999999998
V4UD_029_P01,V4UD_029,COMPETITIVE,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.55,2.0,-0.26749999999999996,0.0,0.0,-2.0,0.20500000000000007,-0.5,0.0,0.0,-1.0,-1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,1.0,0.0,0.09999999999999998,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,-0.7674999999999998,-1.0,-1.0,0.0,-1.0,0.0,1.0,0.0,-0.9075000000000001,0.0,-0.5613593750000001,-0.6,-0.7674999999999998,0.0,0.0,0.0,-0.5,-0.8825000000000001
V4UD_030_P01,V4UD_030,COMPETITIVE,False,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.45,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-2.0,-2.0,1.065,-1.0,3.0,0.0,-1.0,0.0,-1.0,0.0,1.9324999999999999,0.0,0.8123625000000001,2.4,1.065,0.0,0.0,0.0,2.0,1.5075
V4UD_036_P01,V4UD_036,PROJECT,False,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.5525,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.4975,0.0,-0.44220140624999993,1.2,1.5525,0.0,0.0,0.0,1.0,-0.5475
V4UD_038_P01,V4UD_038,PROJECT,False,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.7649999999999997,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4500000000000002,0.0,0.5008714375000003,-0.6,0.7649999999999997,0.0,0.0,0.0,-0.5,0.7250000000000001
V4UD_039_P01,V4UD_039,PROJECT,False,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,-0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,2.0,-2.3525,0.0,-2.0,0.0,0.0,0.0,0.0,-1.0,-1.8875,0.0,-1.5849953125,-1.2,-2.3525,0.0,0.0,0.0,-1.0,-2.1875
V4UD_031_P01,V4UD_031,PROJECT,False,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999998,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999998,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8750000000000002,2.0,0.0,0.0,2.0,0.0,-1.0,0.0,0.7275,0.0,0.5306890000000001,0.0,0.8750000000000002,0.0,0.0,0.0,0.0,0.8275
V4UD_040_P01,V4UD_040,PROJECT,False,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.09999999999999998,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.3149999999999995,-1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,0.9849999999999999,0.0,0.6102339999999999,-1.2,-2.3149999999999995,0.0,0.0,0.0,-1.0,0.985
V4UD_032_P01,V4UD_032,PROJECT,False,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,2.0,0.0,-1.8399999999999996,1.0,-3.0,0.0,1.0,0.0,1.0,-1.0,-2.63,0.0,-1.9483475000000001,1.2,-1.8399999999999996,0.0,0.0,0.0,1.0,-2.7049999999999996
V4UD_042_P01,V4UD_042,PROJECT,False,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-0.05,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-3.6975,-2.0,0.0,0.0,-2.0,-1.0,0.0,-1.0,-0.2625,0.0,-0.12687500000000002,1.2,-3.6975,0.0,0.0,0.0,1.0,-0.23750000000000004
V4UD_043_P01,V4UD_043,PROJECT,False,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-0.4,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,2.0,0.16250000000000053,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,-0.5750000000000002,0.0,-0.3639415625000001,0.0,0.16250000000000053,0.0,0.0,0.0,0.0,-0.5250000000000002
V4UD_044_P01,V4UD_044,PROJECT,False,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,2.0,1.0,3.2275,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.23,0.0,0.5335441249999999,-1.7999999999999998,2.7275,0.0,0.0,-1.0,-1.5,0.73
V4UD_033_P01,V4UD_033,PROJECT,False,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19999999999999998,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.19999999999999998,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,2.4799999999999995,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.47,0.0,0.7537589375,-2.4,2.4799999999999995,0.0,0.0,0.0,-2.0,1.27
V4UD_046_P01,V4UD_046,PROJECT,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4225,-1.0,-2.0,0.0,-1.0,0.0,0.0,0.0,-1.1099999999999999,0.0,-0.995331125,0.0,-2.4225,0.0,0.0,0.0,0.0,-1.1099999999999999
V4UD_048_P01,V4UD_048,PROJECT,False,14.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.07499999999999996,0.0,-0.1678,-1.0,-1.0,-1.0,1.4325,0.25,-1.0,0.0,1.0,0.44249999999999995,-1.15,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.35,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.4,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,2.0,2.0,-0.9699999999999998,-1.0,0.0,0.0,-1.0,0.0,-1.0,1.0,1.0475,0.0,1.1657410625000002,2.4,-0.9699999999999998,0.0,0.0,0.0,2.0,1.5725000000000002
V4UD_049_P01,V4UD_049,PROJECT,False,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,2.0,0.0,-0.7324999999999999,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-0.7324999999999999,0.0,-0.455375,1.2,-0.7324999999999999,0.0,0.0,0.0,1.0,-0.8074999999999999
V4UD_050_P01,V4UD_050,PROJECT,False,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.45,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.14999999999999997,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,1.0,2.5250000000000004,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.9874999999999998,0.0,0.42836299999999994,0.6,2.5250000000000004,0.0,0.0,0.0,0.5,0.6874999999999999
V4UD_051_P01,V4UD_051,PROJECT,False,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.55,2.0,-0.14029999999999998,0.5,1.0,-1.0,0.47499999999999964,0.0,0.0,0.0,-1.0,-1.4025,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,2.0,0.0,0.0,0.0,-1.0,0.45,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.1050000000000002,-1.0,-1.0,2.0,-1.0,0.0,0.0,0.0,-1.4825000000000002,0.0,-0.6988254062500002,-0.6,0.1050000000000002,0.0,0.0,0.0,-0.5,-1.1325
V4UD_052_P01,V4UD_052,PROJECT,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0774999999999997,0.0,0.0,-1.0,0.0,0.0,-1.0,-2.0,-0.11749999999999994,0.0,-0.04712499999999998,0.0,-3.0774999999999997,0.0,0.0,0.0,0.0,-0.09249999999999993
V4UD_053_P01,V4UD_053,PROJECT,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,-0.1499999999999999,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.895,0.0,0.5133871562500001,0.0,-0.1499999999999999,0.0,0.0,0.0,0.0,0.8200000000000001
V4UD_054_P01,V4UD_054,PROJECT,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-0.5225,1.0,0.0,0.0,1.0,0.0,-1.0,-1.0,-0.38999999999999996,0.0,-0.37228,-1.2,-0.5225,0.0,0.0,0.0,-1.0,-0.415
V4UD_055_P01,V4UD_055,PROJECT,True,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,-0.45,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.47750000000000004,0.0,1.0,0.0,0.0,0.0,-2.0,1.0,1.745,0.0,1.0222421250000002,1.2,0.47750000000000004,0.0,0.0,0.0,1.0,1.445
V4UD_057_P01,V4UD_057,STATUS,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-0.5,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,-0.9274999999999998,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,-1.2349999999999999,0.0,-0.80838359375,-1.2,-0.9274999999999998,0.0,0.0,0.0,-1.0,-1.31
V4UD_060_P01,V4UD_060,STATUS,False,-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03250000000000003,0.0,0.0,0.0,-0.7749999999999999,0.5,0.0,0.0,0.0,-0.04000000000000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,-1.0,-1.0,2.415,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.23249999999999998,0.0,0.33787500000000004,1.2,2.415,0.0,0.0,0.0,1.0,0.5325
