repeat,fold,pair_id,subject_id,axis,positive_earlier_calc,candidate_margin,candidate_correct,control_diff,control_correct
3,1,V4UD_015_P01,V4UD_015,COMPETITIVE,True,-0.45377757639483485,0.0,1.0,1.0
3,1,V4UD_017_P01,V4UD_017,COMPETITIVE,True,-1.7920163201663029,0.0,3.0,1.0
3,1,V4UD_006_P01,V4UD_006,COMPETITIVE,False,-0.6408233081686351,0.0,-2.0,0.0
3,1,V4UD_030_P01,V4UD_030,COMPETITIVE,False,-1.4282029579722082,0.0,-12.0,0.0
3,1,V4UD_036_P01,V4UD_036,PROJECT,False,1.1021884863087956,1.0,5.0,1.0
3,1,V4UD_038_P01,V4UD_038,PROJECT,False,0.6140495814581328,1.0,-1.0,0.0
3,1,V4UD_031_P01,V4UD_031,PROJECT,False,1.6443634332689783,1.0,3.0,1.0
3,1,V4UD_049_P01,V4UD_049,PROJECT,False,0.3423495914438063,1.0,6.0,1.0
3,1,V4UD_081_P01,V4UD_081,STATUS,False,-1.1462686977249357,0.0,4.0,1.0
3,1,V4UD_094_P01,V4UD_094,STATUS,True,1.7820078176870322,1.0,7.0,1.0
3,1,V4UDW2_007_P01,V4UDW2_007,PROJECT,True,-3.1731628344219653,0.0,20.0,1.0
3,1,V4UDW2_018_P01,V4UDW2_018,STATUS,True,-2.179611482873482,0.0,-7.0,0.0
3,1,V4UDW2_019_P01,V4UDW2_019,STATUS,True,0.1703806804563925,1.0,-6.0,0.0
3,1,V4UDW2_021_P01,V4UDW2_021,STATUS,True,-2.58540015413988,0.0,1.0,1.0
3,1,V4UDW2_030_P01,V4UDW2_030,STATUS,False,3.919328880058999,1.0,0.0,0.5
3,1,V4UDW2_038_P01,V4UDW2_038,STATUS,True,-1.2563162410087658,0.0,-15.0,0.0
3,1,V4UDW2_040_P01,V4UDW2_040,STATUS,True,-1.179283159423451,0.0,11.0,1.0
3,1,V4UDW2_044_P01,V4UDW2_044,STATUS,False,-2.753775132647367,0.0,-2.0,0.0
3,2,V4UD_014_P01,V4UD_014,COMPETITIVE,False,-0.44493167126132516,0.0,5.0,1.0
3,2,V4UD_003_P01,V4UD_003,COMPETITIVE,True,3.0143533087380785,1.0,-4.0,0.0
3,2,V4UD_016_P01,V4UD_016,COMPETITIVE,True,-3.7307661234498632,0.0,-1.0,0.0
3,2,V4UD_018_P01,V4UD_018,COMPETITIVE,True,3.4405514768022387,1.0,-2.0,0.0
3,2,V4UD_004_P01,V4UD_004,COMPETITIVE,True,0.35663975674527393,1.0,6.0,1.0
3,2,V4UD_032_P01,V4UD_032,PROJECT,False,0.6302023659049226,1.0,2.0,1.0
3,2,V4UD_043_P01,V4UD_043,PROJECT,False,-0.19155558394373337,0.0,-12.0,0.0
3,2,V4UD_046_P01,V4UD_046,PROJECT,False,-1.591851825392203,0.0,4.0,1.0
3,2,V4UD_057_P01,V4UD_057,STATUS,False,-2.4142661564874404,0.0,0.0,0.5
3,2,V4UD_074_P01,V4UD_074,STATUS,True,2.4680654999366367,1.0,2.0,1.0
3,2,V4UD_080_P01,V4UD_080,STATUS,True,1.9532552098913476,1.0,3.0,1.0
3,2,V4UD_089_P01,V4UD_089,STATUS,True,-0.4286700126614615,0.0,-11.0,0.0
3,2,V4UDW2_003_P01,V4UDW2_003,COMPETITIVE,False,0.13914101337791318,1.0,-1.0,0.0
3,2,V4UDW2_006_P01,V4UDW2_006,PROJECT,True,-0.9948973555366247,0.0,14.0,1.0
3,2,V4UDW2_009_P01,V4UDW2_009,PROJECT,False,-2.1459470477207394,0.0,-8.0,0.0
3,2,V4UDW2_013_P01,V4UDW2_013,STATUS,False,-2.383023565135938,0.0,11.0,1.0
3,2,V4UDW2_023_P01,V4UDW2_023,STATUS,True,1.4670887390332783,1.0,-5.0,0.0
3,2,V4UDW2_034_P01,V4UDW2_034,STATUS,True,6.526293237252527,1.0,-1.0,0.0
3,2,V4UDW2_036_P01,V4UDW2_036,STATUS,True,-7.050718286704658,0.0,-3.0,0.0
3,2,V4UDW2_043_P01,V4UDW2_043,STATUS,True,0.49976315739981,1.0,2.0,1.0
3,3,V4UD_010_P01,V4UD_010,COMPETITIVE,True,1.15952509703748,1.0,-1.0,0.0
3,3,V4UD_019_P01,V4UD_019,COMPETITIVE,True,0.7944623153800994,1.0,-6.0,0.0
3,3,V4UD_020_P01,V4UD_020,COMPETITIVE,False,-0.92627891074155,0.0,6.0,1.0
3,3,V4UD_022_P01,V4UD_022,COMPETITIVE,False,1.1510206758752204,1.0,-3.0,0.0
3,3,V4UD_005_P01,V4UD_005,COMPETITIVE,False,1.1910478162283809,1.0,1.0,1.0
3,3,V4UD_026_P01,V4UD_026,COMPETITIVE,True,1.0713438421601043,1.0,2.0,1.0
3,3,V4UD_042_P01,V4UD_042,PROJECT,False,4.2129184858225255,1.0,-2.0,0.0
3,3,V4UD_050_P01,V4UD_050,PROJECT,False,2.2823085679982467,1.0,-10.0,0.0
3,3,V4UD_051_P01,V4UD_051,PROJECT,False,2.531561343668888,1.0,-2.0,0.0
3,3,V4UD_052_P01,V4UD_052,PROJECT,False,-1.7070156110750128,0.0,1.0,1.0
3,3,V4UD_055_P01,V4UD_055,PROJECT,True,-0.4807347035659021,0.0,18.0,1.0
3,3,V4UD_066_P01,V4UD_066,STATUS,True,2.4641719314975687,1.0,7.0,1.0
3,3,V4UD_069_P01,V4UD_069,STATUS,True,3.590949939487207,1.0,-15.0,0.0
3,3,V4UD_077_P01,V4UD_077,STATUS,True,-1.4896233219415973,0.0,-11.0,0.0
3,3,V4UD_083_P01,V4UD_083,STATUS,True,1.8756121735542348,1.0,12.0,1.0
3,3,V4UD_084_P01,V4UD_084,STATUS,False,1.1359911059718601,1.0,2.0,1.0
3,3,V4UD_091_P01,V4UD_091,STATUS,True,0.518638327360631,1.0,10.0,1.0
3,3,V4UD_092_P01,V4UD_092,STATUS,False,0.7718383348481216,1.0,2.0,1.0
3,3,V4UDW2_020_P01,V4UDW2_020,STATUS,True,1.0894935874036755,1.0,8.0,1.0
3,3,V4UDW2_024_P01,V4UDW2_024,STATUS,True,-1.2301903529175178,0.0,-8.0,0.0
3,4,V4UD_007_P01,V4UD_007,COMPETITIVE,True,1.379649502504421,1.0,0.0,0.5
3,4,V4UD_008_P01,V4UD_008,COMPETITIVE,True,-0.5750979022741067,0.0,0.0,0.5
3,4,V4UD_013_P01,V4UD_013,COMPETITIVE,False,-0.36928398746044727,0.0,10.0,1.0
3,4,V4UD_021_P01,V4UD_021,COMPETITIVE,True,3.2843638429196966,1.0,5.0,1.0
