axis,role_family,role_qid,wikidata_id,name,norm_name_c2,wikidata_birth_date,source_row_key,source_name,gender,birth_date,birth_time,utc_offset,birth_year,birth_place,longitude,latitude,linkage_status,candidate_source_c2,rodden_rating,birth_source,selection_information_used,event_collection_started,astrology_scored
COMPETITIVE,association_football_player,Q937857,Q3288966,Marcel Galey,marcelgaley,1905-09-02,MarcelGaley1905,Marcel Galey,male,1905-09-02,23:30,+00:09,1905,"Clichy, France",2.304,48.903,PASS_EXACT_DOB,C2_COMPETITIVE_ORIGINAL_ROLE_SUPPLEMENT_EXACT_DOB,AA,Frozen VedAstro PersonList-15k snapshot,ORIGINAL_COMPETITIVE_ROLE_ONLY + WIKIDATA_P569_EXACT_DOB_LINKAGE,False,False
COMPETITIVE,association_football_player,Q937857,Q3293510,Mario Montesanto,mariomontesanto,1909-08-11,MarioMontesanto1909,Mario Montesanto,male,1909-08-11,17:00,+01:00,1909,"Venice, Italy",12.339,45.435,PASS_EXACT_DOB,C2_COMPETITIVE_ORIGINAL_ROLE_SUPPLEMENT_EXACT_DOB,AA,Frozen VedAstro PersonList-15k snapshot,ORIGINAL_COMPETITIVE_ROLE_ONLY + WIKIDATA_P569_EXACT_DOB_LINKAGE,False,False
COMPETITIVE,association_football_player,Q937857,Q3426436,René Kenner,renekenner,1906-04-21,RenéKenner1906,René Kenner,male,1906-04-21,06:00,+00:09,1906,"Choisy-le-Roi, France",2.416,48.767,PASS_EXACT_DOB,C2_COMPETITIVE_ORIGINAL_ROLE_SUPPLEMENT_EXACT_DOB,AA,Frozen VedAstro PersonList-15k snapshot,ORIGINAL_COMPETITIVE_ROLE_ONLY + WIKIDATA_P569_EXACT_DOB_LINKAGE,False,False
COMPETITIVE,tennis_player,Q10833314,Q3440119,Roland Journu,rolandjournu,1906-08-06,RolandJournu1906,Roland Journu,male,1906-08-06,01:30,+00:09,1906,"Bordeaux, France",-0.575,44.835,PASS_EXACT_DOB,C2_COMPETITIVE_ORIGINAL_ROLE_SUPPLEMENT_EXACT_DOB,AA,Frozen VedAstro PersonList-15k snapshot,ORIGINAL_COMPETITIVE_ROLE_ONLY + WIKIDATA_P569_EXACT_DOB_LINKAGE,False,False
COMPETITIVE,boxer,Q11338576,Q355952,Billy Backus,billybackus,1943-03-05,BillyBackus1943,Billy Backus,male,1943-03-05,22:43,-04:00,1943,"Canastota, NY, United States",-75.751,43.079,PASS_EXACT_DOB,C2_COMPETITIVE_ORIGINAL_ROLE_SUPPLEMENT_EXACT_DOB,AA,Frozen VedAstro PersonList-15k snapshot,ORIGINAL_COMPETITIVE_ROLE_ONLY + WIKIDATA_P569_EXACT_DOB_LINKAGE,False,False
COMPETITIVE,boxer,Q11338576,Q36107,Muhammad Ali,muhammadali,1942-01-17,MuhammadAli1942,Muhammad Ali,male,1942-01-17,18:35,-05:00,1942,"Louisville-Jefferson County, KY, United States",-85.654,38.199,PASS_EXACT_DOB,C2_COMPETITIVE_ORIGINAL_ROLE_SUPPLEMENT_EXACT_DOB,AA,Frozen VedAstro PersonList-15k snapshot,ORIGINAL_COMPETITIVE_ROLE_ONLY + WIKIDATA_P569_EXACT_DOB_LINKAGE,False,False
COMPETITIVE,association_football_player,Q937857,Q3645737,Bruno Dugoni,brunodugoni,1905-03-30,BrunoDugoni1905,Bruno Dugoni,male,1905-03-30,02:25,+01:00,1905,"Modena, Italy",10.925,44.647,PASS_EXACT_DOB,C2_COMPETITIVE_ORIGINAL_ROLE_SUPPLEMENT_EXACT_DOB,AA,Frozen VedAstro PersonList-15k snapshot,ORIGINAL_COMPETITIVE_ROLE_ONLY + WIKIDATA_P569_EXACT_DOB_LINKAGE,False,False
COMPETITIVE,association_football_player,Q937857,Q3723050,Elio Loschi,elioloschi,1909-08-08,ElioLoschi1909,Elio Loschi,male,1909-08-08,05:00,+01:00,1909,"Udine, Italy",13.231,46.065,PASS_EXACT_DOB,C2_COMPETITIVE_ORIGINAL_ROLE_SUPPLEMENT_EXACT_DOB,AA,Frozen VedAstro PersonList-15k snapshot,ORIGINAL_COMPETITIVE_ROLE_ONLY + WIKIDATA_P569_EXACT_DOB_LINKAGE,False,False
COMPETITIVE,boxer,Q11338576,Q373968,Jack Warden,jackwarden,1920-09-18,JackWarden1920,Jack Warden,male,1920-09-18,17:00,-04:00,1920,"Newark, NJ, United States",-74.174,40.732,PASS_EXACT_DOB,C2_COMPETITIVE_ORIGINAL_ROLE_SUPPLEMENT_EXACT_DOB,AA,Frozen VedAstro PersonList-15k snapshot,ORIGINAL_COMPETITIVE_ROLE_ONLY + WIKIDATA_P569_EXACT_DOB_LINKAGE,False,False
COMPETITIVE,association_football_player,Q937857,Q382987,Giovanni Ferrari,giovanniferrari,1907-12-06,GiovanniFerrari1907,Giovanni Ferrari,male,1907-12-06,06:30,+01:00,1907,"Alessandria, Italy",8.617,44.913,PASS_EXACT_DOB,C2_COMPETITIVE_ORIGINAL_ROLE_SUPPLEMENT_EXACT_DOB,AA,Frozen VedAstro PersonList-15k snapshot,ORIGINAL_COMPETITIVE_ROLE_ONLY + WIKIDATA_P569_EXACT_DOB_LINKAGE,False,False
COMPETITIVE,association_football_player,Q937857,Q3848754,Mario Malatesta,mariomalatesta,1908-02-29,MarioMalatesta1908,Mario Malatesta,male,1908-02-29,05:00,+01:00,1908,"Rome, Italy",12.494,41.891,PASS_EXACT_DOB,C2_COMPETITIVE_ORIGINAL_ROLE_SUPPLEMENT_EXACT_DOB,AA,Frozen VedAstro PersonList-15k snapshot,ORIGINAL_COMPETITIVE_ROLE_ONLY + WIKIDATA_P569_EXACT_DOB_LINKAGE,False,False
COMPETITIVE,boxer,Q11338576,Q43331158,Pierre Cossemyns,pierrecossemyns,1930-10-21,PierreCossemyns1930,Pierre Cossemyns,male,1930-10-21,14:45,+00:00,1930,"Uccle, Brussels, Belgium",4.354,50.811,PASS_EXACT_DOB,C2_COMPETITIVE_ORIGINAL_ROLE_SUPPLEMENT_EXACT_DOB,AA,Frozen VedAstro PersonList-15k snapshot,ORIGINAL_COMPETITIVE_ROLE_ONLY + WIKIDATA_P569_EXACT_DOB_LINKAGE,False,False
COMPETITIVE,athlete,Q2066131,Q436139,Harrison Dillard,harrisondillard,1923-07-08,HarrisonDillard1923,Harrison Dillard,male,1923-07-08,07:32,-04:00,1923,"Cleveland, OH, United States",-81.691,41.505,PASS_EXACT_DOB,C2_COMPETITIVE_ORIGINAL_ROLE_SUPPLEMENT_EXACT_DOB,AA,Frozen VedAstro PersonList-15k snapshot,ORIGINAL_COMPETITIVE_ROLE_ONLY + WIKIDATA_P569_EXACT_DOB_LINKAGE,False,False
COMPETITIVE,association_football_player,Q937857,Q438182,André Cheuva,andrecheuva,1908-05-30,AndréCheuva1908,André Cheuva,male,1908-05-30,04:00,+00:09,1908,"Lille, France",3.063,50.631,PASS_EXACT_DOB,C2_COMPETITIVE_ORIGINAL_ROLE_SUPPLEMENT_EXACT_DOB,AA,Frozen VedAstro PersonList-15k snapshot,ORIGINAL_COMPETITIVE_ROLE_ONLY + WIKIDATA_P569_EXACT_DOB_LINKAGE,False,False
COMPETITIVE,athlete,Q2066131,Q44194,Sepp Maier,seppmaier,1944-02-28,SeppMaier1944,Sepp Maier,male,1944-02-28,19:37,+01:00,1944,"Metten, Germany",12.915,48.855,PASS_EXACT_DOB,C2_COMPETITIVE_ORIGINAL_ROLE_SUPPLEMENT_EXACT_DOB,AA,Frozen VedAstro PersonList-15k snapshot,ORIGINAL_COMPETITIVE_ROLE_ONLY + WIKIDATA_P569_EXACT_DOB_LINKAGE,False,False
COMPETITIVE,tennis_player,Q10833314,Q455411,Tom Okker,tomokker,1944-02-22,TomOkker1944,Tom Okker,male,1944-02-22,18:20,+01:00,1944,"Amsterdam, Netherlands",4.891,52.373,PASS_EXACT_DOB,C2_COMPETITIVE_ORIGINAL_ROLE_SUPPLEMENT_EXACT_DOB,AA,Frozen VedAstro PersonList-15k snapshot,ORIGINAL_COMPETITIVE_ROLE_ONLY + WIKIDATA_P569_EXACT_DOB_LINKAGE,False,False
COMPETITIVE,tennis_player,Q10833314,Q464779,Claudio Panatta,claudiopanatta,1960-02-02,ClaudioPanatta1960,Claudio Panatta,male,1960-02-02,04:30,+01:00,1960,"Rome, Italy",12.494,41.891,PASS_EXACT_DOB,C2_COMPETITIVE_ORIGINAL_ROLE_SUPPLEMENT_EXACT_DOB,AA,Frozen VedAstro PersonList-15k snapshot,ORIGINAL_COMPETITIVE_ROLE_ONLY + WIKIDATA_P569_EXACT_DOB_LINKAGE,False,False
COMPETITIVE,boxer,Q11338576,Q467350,Pascual Pérez,pascualperez,1926-03-04,PascualPerez1926,Pascual Perez,male,1926-03-04,13:00,-04:00,1926,"Tupungato Mendoza, Argentina",-69.145,-33.366,PASS_EXACT_DOB,C2_COMPETITIVE_ORIGINAL_ROLE_SUPPLEMENT_EXACT_DOB,AA,Frozen VedAstro PersonList-15k snapshot,ORIGINAL_COMPETITIVE_ROLE_ONLY + WIKIDATA_P569_EXACT_DOB_LINKAGE,False,False
COMPETITIVE,association_football_player,Q937857,Q470524,Virginio Rosetta,virginiorosetta,1902-02-24,VirginioRosetta1902,Virginio Rosetta,male,1902-02-24,07:30,+01:00,1902,"Vercelli, Italy",8.426,45.321,PASS_EXACT_DOB,C2_COMPETITIVE_ORIGINAL_ROLE_SUPPLEMENT_EXACT_DOB,AA,Frozen VedAstro PersonList-15k snapshot,ORIGINAL_COMPETITIVE_ROLE_ONLY + WIKIDATA_P569_EXACT_DOB_LINKAGE,False,False
COMPETITIVE,athlete,Q2066131,Q471518,Thierry Sabine,thierrysabine,1949-06-13,ThierrySabine1949,Thierry Sabine,male,1949-06-13,23:30,+01:00,1949,"Neuilly-sur-Seine, France",2.273,48.884,PASS_EXACT_DOB,C2_COMPETITIVE_ORIGINAL_ROLE_SUPPLEMENT_EXACT_DOB,AA,Frozen VedAstro PersonList-15k snapshot,ORIGINAL_COMPETITIVE_ROLE_ONLY + WIKIDATA_P569_EXACT_DOB_LINKAGE,False,False
COMPETITIVE,boxer,Q11338576,Q47899663,Eugène Huat,eugenehuat,1907-02-08,EugèneHuat1907,Eugène Huat,male,1907-02-08,21:00,+00:09,1907,"Reims, France",4.033,49.257,PASS_EXACT_DOB,C2_COMPETITIVE_ORIGINAL_ROLE_SUPPLEMENT_EXACT_DOB,AA,Frozen VedAstro PersonList-15k snapshot,ORIGINAL_COMPETITIVE_ROLE_ONLY + WIKIDATA_P569_EXACT_DOB_LINKAGE,False,False
COMPETITIVE,tennis_player,Q10833314,Q483027,Paolo Maldini,paolomaldini,1968-06-26,PaoloMaldini1968,Paolo Maldini,male,1968-06-26,21:35,+02:00,1968,"Milan, Italy",9.188,45.464,PASS_EXACT_DOB,C2_COMPETITIVE_ORIGINAL_ROLE_SUPPLEMENT_EXACT_DOB,AA,Frozen VedAstro PersonList-15k snapshot,ORIGINAL_COMPETITIVE_ROLE_ONLY + WIKIDATA_P569_EXACT_DOB_LINKAGE,False,False
COMPETITIVE,athlete,Q2066131,Q498646,Gilbert Desmet,gilbertdesmet,1931-02-03,GilbertDesmet1931,Gilbert Desmet,male,1931-02-03,20:00,+00:00,1931,"Roeselare, Belgium",3.123,50.945,PASS_EXACT_DOB,C2_COMPETITIVE_ORIGINAL_ROLE_SUPPLEMENT_EXACT_DOB,AA,Frozen VedAstro PersonList-15k snapshot,ORIGINAL_COMPETITIVE_ROLE_ONLY + WIKIDATA_P569_EXACT_DOB_LINKAGE,False,False
COMPETITIVE,association_football_player,Q937857,Q524631,Robert Défossé,robertdefosse,1909-06-19,RobertDefossé1909,Robert Defossé,male,1909-06-19,23:00,+00:09,1909,"Liévin, France",2.78,50.42,PASS_EXACT_DOB,C2_COMPETITIVE_ORIGINAL_ROLE_SUPPLEMENT_EXACT_DOB,AA,Frozen VedAstro PersonList-15k snapshot,ORIGINAL_COMPETITIVE_ROLE_ONLY + WIKIDATA_P569_EXACT_DOB_LINKAGE,False,False
COMPETITIVE,boxer,Q11338576,Q524814,Tiberio Mitri,tiberiomitri,1926-07-12,TiberioMitri1926,Tiberio Mitri,male,1926-07-12,23:45,+01:00,1926,"Trieste, Italy",13.779,45.654,PASS_EXACT_DOB,C2_COMPETITIVE_ORIGINAL_ROLE_SUPPLEMENT_EXACT_DOB,AA,Frozen VedAstro PersonList-15k snapshot,ORIGINAL_COMPETITIVE_ROLE_ONLY + WIKIDATA_P569_EXACT_DOB_LINKAGE,False,False
COMPETITIVE,tennis_player,Q10833314,Q53326,Tracy Austin,tracyaustin,1962-12-12,TracyAustin1962,Tracy Austin,female,1962-12-12,06:18,-08:00,1962,"Redondo Beach, CA, United States",-118.387,33.845,PASS_EXACT_DOB,C2_COMPETITIVE_ORIGINAL_ROLE_SUPPLEMENT_EXACT_DOB,AA,Frozen VedAstro PersonList-15k snapshot,ORIGINAL_COMPETITIVE_ROLE_ONLY + WIKIDATA_P569_EXACT_DOB_LINKAGE,False,False
COMPETITIVE,tennis_player,Q10833314,Q53370,Michael Chang,michaelchang,1972-02-22,MichaelChang1972,Michael Chang,male,1972-02-22,13:30,-05:00,1972,"Hoboken, GA, United States",-82.135,31.181,PASS_EXACT_DOB,C2_COMPETITIVE_ORIGINAL_ROLE_SUPPLEMENT_EXACT_DOB,AA,Frozen VedAstro PersonList-15k snapshot,ORIGINAL_COMPETITIVE_ROLE_ONLY + WIKIDATA_P569_EXACT_DOB_LINKAGE,False,False
COMPETITIVE,tennis_player,Q10833314,Q53550,Althea Gibson,altheagibson,1927-08-25,AltheaGibson1927,Althea Gibson,female,1927-08-25,09:00,-04:00,1927,"Manning, SC, United States",-80.212,33.693,PASS_EXACT_DOB,C2_COMPETITIVE_ORIGINAL_ROLE_SUPPLEMENT_EXACT_DOB,AA,Frozen VedAstro PersonList-15k snapshot,ORIGINAL_COMPETITIVE_ROLE_ONLY + WIKIDATA_P569_EXACT_DOB_LINKAGE,False,False
COMPETITIVE,tennis_player,Q10833314,Q53554,Pancho Gonzales,panchogonzales,1928-05-09,PanchoGonzales1928,Pancho Gonzales,male,1928-05-09,04:45,-08:00,1928,"Los Angeles, CA, United States",-118.243,34.052,PASS_EXACT_DOB,C2_COMPETITIVE_ORIGINAL_ROLE_SUPPLEMENT_EXACT_DOB,AA,Frozen VedAstro PersonList-15k snapshot,ORIGINAL_COMPETITIVE_ROLE_ONLY + WIKIDATA_P569_EXACT_DOB_LINKAGE,False,False
COMPETITIVE,athlete,Q2066131,Q54527,Billie Jean King,billiejeanking,1943-11-22,BillieJeanKing1943,Billie Jean King,female,1943-11-22,11:45,-07:00,1943,"Long Beach, CA, United States",-118.181,33.772,PASS_EXACT_DOB,C2_COMPETITIVE_ORIGINAL_ROLE_SUPPLEMENT_EXACT_DOB,AA,Frozen VedAstro PersonList-15k snapshot,ORIGINAL_COMPETITIVE_ROLE_ONLY + WIKIDATA_P569_EXACT_DOB_LINKAGE,False,False
COMPETITIVE,tennis_player,Q10833314,Q54539,Bobby Riggs,bobbyriggs,1918-02-25,BobbyRiggs1918,Bobby Riggs,male,1918-02-25,01:00,-08:00,1918,"Los Angeles, CA, United States",-118.243,34.052,PASS_EXACT_DOB,C2_COMPETITIVE_ORIGINAL_ROLE_SUPPLEMENT_EXACT_DOB,AA,Frozen VedAstro PersonList-15k snapshot,ORIGINAL_COMPETITIVE_ROLE_ONLY + WIKIDATA_P569_EXACT_DOB_LINKAGE,False,False
COMPETITIVE,tennis_player,Q10833314,Q54577,Dick Savitt,dicksavitt,1927-03-04,DickSavitt1927,Dick Savitt,male,1927-03-04,16:15,-05:00,1927,"Bayonne, NJ, United States",-74.117,40.669,PASS_EXACT_DOB,C2_COMPETITIVE_ORIGINAL_ROLE_SUPPLEMENT_EXACT_DOB,AA,Frozen VedAstro PersonList-15k snapshot,ORIGINAL_COMPETITIVE_ROLE_ONLY + WIKIDATA_P569_EXACT_DOB_LINKAGE,False,False
COMPETITIVE,tennis_player,Q10833314,Q54686,Tony Trabert,tonytrabert,1930-08-16,TonyTrabert1930,Tony Trabert,male,1930-08-16,03:50,-04:00,1930,"Cincinnati, OH, United States",-84.514,39.104,PASS_EXACT_DOB,C2_COMPETITIVE_ORIGINAL_ROLE_SUPPLEMENT_EXACT_DOB,AA,Frozen VedAstro PersonList-15k snapshot,ORIGINAL_COMPETITIVE_ROLE_ONLY + WIKIDATA_P569_EXACT_DOB_LINKAGE,False,False
COMPETITIVE,athlete,Q2066131,Q558573,Bob Richards,bobrichards,1926-02-20,BobRichards1926,Bob Richards,male,1926-02-20,20:00,-06:00,1926,"Champaign, IL, United States",-88.244,40.116,PASS_EXACT_DOB,C2_COMPETITIVE_ORIGINAL_ROLE_SUPPLEMENT_EXACT_DOB,AA,Frozen VedAstro PersonList-15k snapshot,ORIGINAL_COMPETITIVE_ROLE_ONLY + WIKIDATA_P569_EXACT_DOB_LINKAGE,False,False
COMPETITIVE,association_football_player,Q937857,Q561201,Jean Tardieu,jeantardieu,1903-11-01,JeanTardieu1903,Jean Tardieu,male,1903-11-01,23:30,+00:09,1903,"Saint-Germain-de-Joux, France",5.738,46.178,PASS_EXACT_DOB,C2_COMPETITIVE_ORIGINAL_ROLE_SUPPLEMENT_EXACT_DOB,AA,Frozen VedAstro PersonList-15k snapshot,ORIGINAL_COMPETITIVE_ROLE_ONLY + WIKIDATA_P569_EXACT_DOB_LINKAGE,False,False
COMPETITIVE,athlete,Q2066131,Q57243,Heike Drechsler,heikedrechsler,1964-12-16,HeikeDrechsler1964,Heike Drechsler,female,1964-12-16,07:50,+01:00,1964,"Gera, Germany",12.081,50.88,PASS_EXACT_DOB,C2_COMPETITIVE_ORIGINAL_ROLE_SUPPLEMENT_EXACT_DOB,AA,Frozen VedAstro PersonList-15k snapshot,ORIGINAL_COMPETITIVE_ROLE_ONLY + WIKIDATA_P569_EXACT_DOB_LINKAGE,False,False
COMPETITIVE,athlete,Q2066131,Q58813081,René Weissmann,reneweissmann,1930-01-02,RenéWeissmann1930,René Weissmann,male,1930-01-02,19:25,+00:00,1930,"Strasbourg, France",7.744,48.583,PASS_EXACT_DOB,C2_COMPETITIVE_ORIGINAL_ROLE_SUPPLEMENT_EXACT_DOB,AA,Frozen VedAstro PersonList-15k snapshot,ORIGINAL_COMPETITIVE_ROLE_ONLY + WIKIDATA_P569_EXACT_DOB_LINKAGE,False,False
COMPETITIVE,boxer,Q11338576,Q58895656,Franco Vescovi,francovescovi,1930-01-28,FrancoVescovi1930,Franco Vescovi,male,1930-01-28,03:30,+01:00,1930,"Colonna, Italy",12.753,41.834,PASS_EXACT_DOB,C2_COMPETITIVE_ORIGINAL_ROLE_SUPPLEMENT_EXACT_DOB,AA,Frozen VedAstro PersonList-15k snapshot,ORIGINAL_COMPETITIVE_ROLE_ONLY + WIKIDATA_P569_EXACT_DOB_LINKAGE,False,False
COMPETITIVE,boxer,Q11338576,Q60050752,Fabrizio De Chiara,fabriziodechiara,1971-11-14,FabrizioDeChiara1971,Fabrizio De Chiara,male,1971-11-14,20:25,+01:00,1971,"Cologno Monzese, Italia",9.278,45.529,PASS_EXACT_DOB,C2_COMPETITIVE_ORIGINAL_ROLE_SUPPLEMENT_EXACT_DOB,AA,Frozen VedAstro PersonList-15k snapshot,ORIGINAL_COMPETITIVE_ROLE_ONLY + WIKIDATA_P569_EXACT_DOB_LINKAGE,False,False
COMPETITIVE,athlete,Q2066131,Q611481,Tom Courtney,tomcourtney,1933-08-17,TomCourtney1933,Tom Courtney,male,1933-08-17,01:35,-04:00,1933,"Newark, NJ, United States",-74.174,40.732,PASS_EXACT_DOB,C2_COMPETITIVE_ORIGINAL_ROLE_SUPPLEMENT_EXACT_DOB,AA,Frozen VedAstro PersonList-15k snapshot,ORIGINAL_COMPETITIVE_ROLE_ONLY + WIKIDATA_P569_EXACT_DOB_LINKAGE,False,False
COMPETITIVE,athlete,Q2066131,Q62479,Ernst Baier,ernstbaier,1905-09-27,ErnstBaier1905,Ernst Baier,male,1905-09-27,23:45,+01:00,1905,"Zittau, Germany",14.809,50.899,PASS_EXACT_DOB,C2_COMPETITIVE_ORIGINAL_ROLE_SUPPLEMENT_EXACT_DOB,AA,Frozen VedAstro PersonList-15k snapshot,ORIGINAL_COMPETITIVE_ROLE_ONLY + WIKIDATA_P569_EXACT_DOB_LINKAGE,False,False
COMPETITIVE,boxer,Q11338576,Q647018,Marcel Limage,marcellimage,1929-07-21,MarcelLimage1929,Marcel Limage,male,1929-07-21,08:00,+01:00,1929,"Quaregnon, Belgium",3.866,50.441,PASS_EXACT_DOB,C2_COMPETITIVE_ORIGINAL_ROLE_SUPPLEMENT_EXACT_DOB,AA,Frozen VedAstro PersonList-15k snapshot,ORIGINAL_COMPETITIVE_ROLE_ONLY + WIKIDATA_P569_EXACT_DOB_LINKAGE,False,False
COMPETITIVE,tennis_player,Q10833314,Q691217,Arnaud Boetsch,arnaudboetsch,1969-04-01,ArnaudBoetsch1969,Arnaud Boetsch,male,1969-04-01,08:30,+01:00,1969,"Meulan-en-Yvelines, France",1.908,49.006,PASS_EXACT_DOB,C2_COMPETITIVE_ORIGINAL_ROLE_SUPPLEMENT_EXACT_DOB,AA,Frozen VedAstro PersonList-15k snapshot,ORIGINAL_COMPETITIVE_ROLE_ONLY + WIKIDATA_P569_EXACT_DOB_LINKAGE,False,False
COMPETITIVE,boxer,Q11338576,Q70903703,Aldo Spoldi,aldospoldi,1912-01-23,AldoSpoldi1912,Aldo Spoldi,male,1912-01-23,08:56,+01:00,1912,"Castiglione d'Adda, Italia",9.695,45.22,PASS_EXACT_DOB,C2_COMPETITIVE_ORIGINAL_ROLE_SUPPLEMENT_EXACT_DOB,AA,Frozen VedAstro PersonList-15k snapshot,ORIGINAL_COMPETITIVE_ROLE_ONLY + WIKIDATA_P569_EXACT_DOB_LINKAGE,False,False
COMPETITIVE,boxer,Q11338576,Q723189,Carmen Basilio,carmenbasilio,1927-04-02,CarmenBasilio1927,Carmen Basilio,male,1927-04-02,23:00,-05:00,1927,"Canastota, NY, United States",-75.751,43.079,PASS_EXACT_DOB,C2_COMPETITIVE_ORIGINAL_ROLE_SUPPLEMENT_EXACT_DOB,AA,Frozen VedAstro PersonList-15k snapshot,ORIGINAL_COMPETITIVE_ROLE_ONLY + WIKIDATA_P569_EXACT_DOB_LINKAGE,False,False
COMPETITIVE,association_football_player,Q937857,Q736747,Alex Thépot,alexthepot,1906-07-30,AlexThépot1906,Alex Thépot,male,1906-07-30,14:30,+00:09,1906,"Brest, France",-4.487,48.39,PASS_EXACT_DOB,C2_COMPETITIVE_ORIGINAL_ROLE_SUPPLEMENT_EXACT_DOB,AA,Frozen VedAstro PersonList-15k snapshot,ORIGINAL_COMPETITIVE_ROLE_ONLY + WIKIDATA_P569_EXACT_DOB_LINKAGE,False,False
COMPETITIVE,association_football_player,Q937857,Q739297,Pietro Serantoni,pietroserantoni,1906-12-12,PietroSerantoni1906,Pietro Serantoni,male,1906-12-12,02:30,+01:00,1906,"Venice, Italy",12.339,45.435,PASS_EXACT_DOB,C2_COMPETITIVE_ORIGINAL_ROLE_SUPPLEMENT_EXACT_DOB,AA,Frozen VedAstro PersonList-15k snapshot,ORIGINAL_COMPETITIVE_ROLE_ONLY + WIKIDATA_P569_EXACT_DOB_LINKAGE,False,False
COMPETITIVE,tennis_player,Q10833314,Q76334,Boris Becker,borisbecker,1967-11-22,BorisBecker1967,Boris Becker,male,1967-11-22,08:45,+01:00,1967,"Leimen, Germany",8.689,49.349,PASS_EXACT_DOB,C2_COMPETITIVE_ORIGINAL_ROLE_SUPPLEMENT_EXACT_DOB,AA,Frozen VedAstro PersonList-15k snapshot,ORIGINAL_COMPETITIVE_ROLE_ONLY + WIKIDATA_P569_EXACT_DOB_LINKAGE,False,False
COMPETITIVE,tennis_player,Q10833314,Q77579,Wilhelm Bungert,wilhelmbungert,1939-04-01,WilhelmBungert1939,Wilhelm Bungert,male,1939-04-01,12:35,+01:00,1939,"Mannheim, Germany",8.477,49.485,PASS_EXACT_DOB,C2_COMPETITIVE_ORIGINAL_ROLE_SUPPLEMENT_EXACT_DOB,AA,Frozen VedAstro PersonList-15k snapshot,ORIGINAL_COMPETITIVE_ROLE_ONLY + WIKIDATA_P569_EXACT_DOB_LINKAGE,False,False
COMPETITIVE,boxer,Q11338576,Q84175907,Gracieux Lamperti,gracieuxlamperti,1933-05-09,GracieuxLamperti1933,Gracieux Lamperti,male,1933-05-09,04:00,+01:00,1933,"Calacuccia, France",9.019,42.336,PASS_EXACT_DOB,C2_COMPETITIVE_ORIGINAL_ROLE_SUPPLEMENT_EXACT_DOB,AA,Frozen VedAstro PersonList-15k snapshot,ORIGINAL_COMPETITIVE_ROLE_ONLY + WIKIDATA_P569_EXACT_DOB_LINKAGE,False,False
COMPETITIVE,boxer,Q11338576,Q9159627,Aristide Pozzali,aristidepozzali,1931-10-12,AristidePozzali1931,Aristide Pozzali,male,1931-10-12,05:00,+01:00,1931,"Cremona, Italy",10.026,45.134,PASS_EXACT_DOB,C2_COMPETITIVE_ORIGINAL_ROLE_SUPPLEMENT_EXACT_DOB,AA,Frozen VedAstro PersonList-15k snapshot,ORIGINAL_COMPETITIVE_ROLE_ONLY + WIKIDATA_P569_EXACT_DOB_LINKAGE,False,False
COMPETITIVE,association_football_player,Q937857,Q932144,Giordano Corsi,giordanocorsi,1908-01-09,GiordanoCorsi1908,Giordano Corsi,male,1908-01-09,15:00,+01:00,1908,"Gonzaga, Italy",10.82,44.951,PASS_EXACT_DOB,C2_COMPETITIVE_ORIGINAL_ROLE_SUPPLEMENT_EXACT_DOB,AA,Frozen VedAstro PersonList-15k snapshot,ORIGINAL_COMPETITIVE_ROLE_ONLY + WIKIDATA_P569_EXACT_DOB_LINKAGE,False,False
COMPETITIVE,boxer,Q11338576,Q935287,Charles Humez,charleshumez,1927-05-18,CharlesHumez1927,Charles Humez,male,1927-05-18,02:00,+01:00,1927,"Méricourt, France",2.866,50.4,PASS_EXACT_DOB,C2_COMPETITIVE_ORIGINAL_ROLE_SUPPLEMENT_EXACT_DOB,AA,Frozen VedAstro PersonList-15k snapshot,ORIGINAL_COMPETITIVE_ROLE_ONLY + WIKIDATA_P569_EXACT_DOB_LINKAGE,False,False
COMPETITIVE,boxer,Q11338576,Q942573,Gene Fullmer,genefullmer,1931-07-21,GeneFullmer1931,Gene Fullmer,male,1931-07-21,15:35,-07:00,1931,"West Jordan, UT, United States",-111.939,40.611,PASS_EXACT_DOB,C2_COMPETITIVE_ORIGINAL_ROLE_SUPPLEMENT_EXACT_DOB,AA,Frozen VedAstro PersonList-15k snapshot,ORIGINAL_COMPETITIVE_ROLE_ONLY + WIKIDATA_P569_EXACT_DOB_LINKAGE,False,False
COMPETITIVE,association_football_player,Q937857,Q944592,Guido Masetti,guidomasetti,1907-11-22,GuidoMasetti1907,Guido Masetti,male,1907-11-22,05:30,+01:00,1907,"Verona, Italy",10.992,45.438,PASS_EXACT_DOB,C2_COMPETITIVE_ORIGINAL_ROLE_SUPPLEMENT_EXACT_DOB,AA,Frozen VedAstro PersonList-15k snapshot,ORIGINAL_COMPETITIVE_ROLE_ONLY + WIKIDATA_P569_EXACT_DOB_LINKAGE,False,False
COMPETITIVE,athlete,Q2066131,Q947032,Pierre Jonquères d'Oriola,pierrejonqueresdoriola,1920-02-01,PierreJonquèresd'Oriola1920,Pierre Jonquères d'Oriola,male,1920-02-01,15:00,+00:00,1920,"Corneilla-del-Vercol, France",2.95,42.626,PASS_EXACT_DOB,C2_COMPETITIVE_ORIGINAL_ROLE_SUPPLEMENT_EXACT_DOB,AA,Frozen VedAstro PersonList-15k snapshot,ORIGINAL_COMPETITIVE_ROLE_ONLY + WIKIDATA_P569_EXACT_DOB_LINKAGE,False,False
