comparison,observed_delta,bootstrap_mean_delta,ci025,ci975,p_delta_gt_0
FROZEN_V5_OOF_minus_PRODUCTION_CONTROL,0.2514662447257384,0.2509825855644385,0.14679573229360554,0.35146985077627035,1.0
