repeat,fold,pair_id,subject_id,axis,candidate_margin,candidate_correct,control_margin,control_correct
4,3,V4UD_003_P01,V4UD_003,COMPETITIVE,-0.08566009282834168,0.0,-4.0,0.0
4,3,V4UD_017_P01,V4UD_017,COMPETITIVE,0.28919004473923265,1.0,3.0,1.0
4,3,V4UD_022_P01,V4UD_022,COMPETITIVE,0.4097682216119917,1.0,-3.0,0.0
4,3,V4UD_005_P01,V4UD_005,COMPETITIVE,0.17446753763556494,1.0,1.0,1.0
4,3,V4UD_040_P01,V4UD_040,PROJECT,0.2830152057059474,1.0,-3.0,0.0
4,3,V4UD_042_P01,V4UD_042,PROJECT,-0.5900804945141551,0.0,-2.0,0.0
4,3,V4UD_046_P01,V4UD_046,PROJECT,-0.1425026136313604,0.0,4.0,1.0
4,3,V4UD_051_P01,V4UD_051,PROJECT,-1.8840216862524108,0.0,-2.0,0.0
4,3,V4UD_061_P01,V4UD_061,STATUS,0.34492354351825777,1.0,9.0,1.0
4,3,V4UD_065_P01,V4UD_065,STATUS,-0.024466659378427656,0.0,-22.0,0.0
4,3,V4UD_066_P01,V4UD_066,STATUS,-0.5011869142689007,0.0,7.0,1.0
4,3,V4UD_086_P01,V4UD_086,STATUS,-1.2543639433889486,0.0,10.0,1.0
4,3,V4UD_088_P01,V4UD_088,STATUS,0.18321438964569609,1.0,-7.0,0.0
4,3,V4UDW2_002_P01,V4UDW2_002,COMPETITIVE,0.48152461294550003,1.0,-1.0,0.0
4,3,V4UDW2_003_P01,V4UDW2_003,COMPETITIVE,0.24959337195210576,1.0,-1.0,0.0
4,3,V4UDW2_010_P01,V4UDW2_010,PROJECT,-0.6908864437647405,0.0,-4.0,0.0
4,3,V4UDW2_022_P01,V4UDW2_022,STATUS,-0.6683224711599856,0.0,8.0,1.0
4,3,V4UDW2_034_P01,V4UDW2_034,STATUS,-0.23381742998571697,0.0,-1.0,0.0
4,3,V4UDW2_036_P01,V4UDW2_036,STATUS,1.068456396857648,1.0,-3.0,0.0
