C,inner_balanced_macro,inner_p10,repeat,fold,model
0.3,0.4679667554667555,0.4420804195804196,3,4,TG10_SHARED_RIDGE_BALANCED
3.0,0.7573201798201797,0.7170995670995671,3,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED
1.0,0.7447660672660673,0.7207792207792207,3,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED
0.3,0.6731088356088355,0.6092890442890443,3,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED
0.1,0.640934620934621,0.5733053613053612,3,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED
0.03,0.5700091575091576,0.5500641025641027,3,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED
0.01,0.5609279609279609,0.5407692307692309,3,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED
0.003,0.5110916860916861,0.47719696969696973,3,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED
0.01,0.5519728139793929,0.4731375313283208,4,0,TG10_SHARED_RIDGE_BALANCED
0.03,0.5436394806460596,0.4696653091060986,4,0,TG10_SHARED_RIDGE_BALANCED
3.0,0.5416710178223336,0.4373021094402673,4,0,TG10_SHARED_RIDGE_BALANCED
0.3,0.5398696393762182,0.464546783625731,4,0,TG10_SHARED_RIDGE_BALANCED
0.1,0.5391978209412419,0.4834497702589808,4,0,TG10_SHARED_RIDGE_BALANCED
1.0,0.5284765733778891,0.4335442773600668,4,0,TG10_SHARED_RIDGE_BALANCED
0.003,0.5200074839877472,0.4197540726817043,4,0,TG10_SHARED_RIDGE_BALANCED
3.0,0.6596778404344193,0.6401817042606517,4,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED
1.0,0.6248337858535227,0.582608604845447,4,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED
0.3,0.5940502297410192,0.4878884711779448,4,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED
0.1,0.5858822403230298,0.44312656641604015,4,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED
0.03,0.5562299846839321,0.45825187969924813,4,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED
0.003,0.5527455792258423,0.44832550125313286,4,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED
0.01,0.5482134154831524,0.4627260860484545,4,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED
0.003,0.6597032353611301,0.5991677182466656,4,1,TG10_SHARED_RIDGE_BALANCED
0.01,0.6597032353611301,0.5991677182466656,4,1,TG10_SHARED_RIDGE_BALANCED
0.03,0.6534565580618212,0.5796302381828697,4,1,TG10_SHARED_RIDGE_BALANCED
1.0,0.6396241915978758,0.5550740487582593,4,1,TG10_SHARED_RIDGE_BALANCED
0.1,0.625290279895543,0.560809366072524,4,1,TG10_SHARED_RIDGE_BALANCED
0.3,0.6145510191562823,0.5368688329214645,4,1,TG10_SHARED_RIDGE_BALANCED
3.0,0.6142745412482254,0.5248543123543123,4,1,TG10_SHARED_RIDGE_BALANCED
3.0,0.7188381793644951,0.6387038400196294,4,1,TG10_MULTITASK_EFFECT_RIDGE_BALANCED
1.0,0.6915540599751125,0.6155151865678181,4,1,TG10_MULTITASK_EFFECT_RIDGE_BALANCED
0.3,0.6880319972425236,0.6202201307464464,4,1,TG10_MULTITASK_EFFECT_RIDGE_BALANCED
0.003,0.6694055213792055,0.5943646266014687,4,1,TG10_MULTITASK_EFFECT_RIDGE_BALANCED
0.01,0.6664457618404986,0.5650584065057749,4,1,TG10_MULTITASK_EFFECT_RIDGE_BALANCED
0.1,0.6452948367422052,0.5544554568238779,4,1,TG10_MULTITASK_EFFECT_RIDGE_BALANCED
0.03,0.6376342225026436,0.5131018542860648,4,1,TG10_MULTITASK_EFFECT_RIDGE_BALANCED
0.3,0.6227545359124306,0.5888986013986014,4,2,TG10_SHARED_RIDGE_BALANCED
0.1,0.619817268501479,0.6112762237762237,4,2,TG10_SHARED_RIDGE_BALANCED
0.03,0.6163366117313486,0.5541666666666667,4,2,TG10_SHARED_RIDGE_BALANCED
1.0,0.61454746520536,0.5703379953379953,4,2,TG10_SHARED_RIDGE_BALANCED
0.01,0.610819224635014,0.5648115773115774,4,2,TG10_SHARED_RIDGE_BALANCED
3.0,0.6054393462288199,0.569493006993007,4,2,TG10_SHARED_RIDGE_BALANCED
0.003,0.6016311904469799,0.5276320901320901,4,2,TG10_SHARED_RIDGE_BALANCED
3.0,0.699229985414196,0.6722027972027972,4,2,TG10_MULTITASK_EFFECT_RIDGE_BALANCED
1.0,0.684045584045584,0.6365384615384615,4,2,TG10_MULTITASK_EFFECT_RIDGE_BALANCED
0.3,0.663330334382966,0.6093035619351409,4,2,TG10_MULTITASK_EFFECT_RIDGE_BALANCED
0.03,0.6305064818222713,0.6102968960863697,4,2,TG10_MULTITASK_EFFECT_RIDGE_BALANCED
0.1,0.6233873825979088,0.6081233386496544,4,2,TG10_MULTITASK_EFFECT_RIDGE_BALANCED
0.01,0.6124930138088033,0.5680361305361306,4,2,TG10_MULTITASK_EFFECT_RIDGE_BALANCED
0.003,0.6004656892814787,0.5269327894327894,4,2,TG10_MULTITASK_EFFECT_RIDGE_BALANCED
0.03,0.5852420727420727,0.5284437784437784,4,3,TG10_SHARED_RIDGE_BALANCED
0.003,0.5671129796129796,0.5302586302586303,4,3,TG10_SHARED_RIDGE_BALANCED
0.3,0.5636576386576386,0.5178099678099678,4,3,TG10_SHARED_RIDGE_BALANCED
0.1,0.5618719243719243,0.512082362082362,4,3,TG10_SHARED_RIDGE_BALANCED
0.01,0.551475838975839,0.506948606948607,4,3,TG10_SHARED_RIDGE_BALANCED
1.0,0.5484089984089984,0.5051559551559551,4,3,TG10_SHARED_RIDGE_BALANCED
3.0,0.5330317830317831,0.49527694527694527,4,3,TG10_SHARED_RIDGE_BALANCED
3.0,0.694635225885226,0.680018315018315,4,3,TG10_MULTITASK_EFFECT_RIDGE_BALANCED
1.0,0.6851967476967479,0.667948717948718,4,3,TG10_MULTITASK_EFFECT_RIDGE_BALANCED
0.3,0.680531043031043,0.6720024420024421,4,3,TG10_MULTITASK_EFFECT_RIDGE_BALANCED
0.1,0.6712172087172087,0.6481973581973582,4,3,TG10_MULTITASK_EFFECT_RIDGE_BALANCED
0.03,0.6182257557257557,0.563069153069153,4,3,TG10_MULTITASK_EFFECT_RIDGE_BALANCED
0.01,0.5852420727420727,0.5284437784437784,4,3,TG10_MULTITASK_EFFECT_RIDGE_BALANCED
0.003,0.5671129796129796,0.5302586302586303,4,3,TG10_MULTITASK_EFFECT_RIDGE_BALANCED
3.0,0.6497322122322121,0.5676781551781552,4,4,TG10_SHARED_RIDGE_BALANCED
0.3,0.6327491952491953,0.6021769896769897,4,4,TG10_SHARED_RIDGE_BALANCED
1.0,0.6286699411699411,0.5651140526140527,4,4,TG10_SHARED_RIDGE_BALANCED
0.003,0.5715256965256965,0.526973026973027,4,4,TG10_SHARED_RIDGE_BALANCED
0.01,0.5707486957486957,0.5251082251082251,4,4,TG10_SHARED_RIDGE_BALANCED
0.1,0.568494005994006,0.531052281052281,4,4,TG10_SHARED_RIDGE_BALANCED
0.03,0.5397935397935397,0.49294039294039294,4,4,TG10_SHARED_RIDGE_BALANCED
3.0,0.746978021978022,0.6563919413919415,4,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED
1.0,0.7202283827283829,0.6382967032967034,4,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED
0.3,0.6954711954711955,0.5957875457875458,4,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED
0.1,0.6324300699300699,0.5718864468864469,4,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED
0.03,0.6204906204906205,0.5684482184482185,4,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED
0.01,0.5706654456654457,0.5344322344322344,4,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED
0.003,0.5679181929181929,0.5087912087912088,4,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED
