model,balanced_macro,balanced_std,balanced_p10,positive_later_macro,positive_earlier_macro
TG10_MULTITASK_EFFECT_RIDGE_BALANCED,0.6366787148594377,0.033010898806440196,0.6028433734939759,0.634,0.6393574297188755
TG10_SHARED_RIDGE_BALANCED,0.5576024096385542,0.043024940039420353,0.5180441767068273,0.5640000000000001,0.5512048192771084
