model,score_kind,raw_subject_macro,balanced_macro,balanced_std,balanced_p10,positive_later_macro,positive_earlier_macro
TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,0.6595547619047618,0.6767721518987342,0.021542651627967074,0.6579282700421941,0.7233333333333334,0.6302109704641351
TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,0.5964119047619048,0.6118270042194093,0.02536791798307861,0.5837004219409283,0.6413333333333334,0.5823206751054852
TG10_SHARED_RIDGE_BALANCED,GENERAL,0.5649071428571429,0.5661518987341772,0.010576772300845869,0.555620253164557,0.5713333333333334,0.560970464135021
