feature_set,repeat,seed,n_subjects,macro_pairwise,subject_hit_rate,median_sep
DW_SW_RAW,48,20260863,23,0.6055900621118012,0.5652173913043478,0.9108435577870797
DW_SW_RAW,49,20260864,23,0.5738440303657696,0.5652173913043478,0.44401388369914563
TEN_GOD_ONLY,0,20260815,23,0.562232574189096,0.5652173913043478,0.2882064560158274
TEN_GOD_ONLY,1,20260816,23,0.5590924775707385,0.6521739130434783,0.5391266969983322
TEN_GOD_ONLY,2,20260817,23,0.6293823326432022,0.6086956521739131,0.5759837399022668
TEN_GOD_ONLY,3,20260818,23,0.6177881297446515,0.6956521739130435,0.5636263765911972
TEN_GOD_ONLY,4,20260819,23,0.6532953761214632,0.6956521739130435,0.5039168066023207
TEN_GOD_ONLY,5,20260820,23,0.5420117322291235,0.5652173913043478,0.3454370811690437
TEN_GOD_ONLY,6,20260821,23,0.520928226363009,0.5217391304347826,0.1959325273001536
TEN_GOD_ONLY,7,20260822,23,0.622135955831608,0.6521739130434783,0.5910176134878793
TEN_GOD_ONLY,8,20260823,23,0.506400966183575,0.6086956521739131,0.1315656982200204
TEN_GOD_ONLY,9,20260824,23,0.5803485162180814,0.5652173913043478,0.06969999270905192
TEN_GOD_ONLY,10,20260825,23,0.5651311249137336,0.5217391304347826,0.21419181400727938
TEN_GOD_ONLY,11,20260826,23,0.5907349896480332,0.6521739130434783,0.4393822521137872
TEN_GOD_ONLY,12,20260827,23,0.6139233954451345,0.6086956521739131,0.23536422166954263
TEN_GOD_ONLY,13,20260828,23,0.6281746031746033,0.6521739130434783,0.5898303219337899
TEN_GOD_ONLY,14,20260829,23,0.6064354727398206,0.6521739130434783,0.3939418830816237
TEN_GOD_ONLY,15,20260830,23,0.6243098688750862,0.6086956521739131,0.5526068994262475
TEN_GOD_ONLY,16,20260831,23,0.5982229123533471,0.6086956521739131,0.22255993280952358
TEN_GOD_ONLY,17,20260832,23,0.5762422360248448,0.6086956521739131,0.2934435743145712
TEN_GOD_ONLY,18,20260833,23,0.620928226363009,0.6956521739130435,0.6247403502545985
TEN_GOD_ONLY,19,20260834,23,0.6513630089717047,0.7391304347826086,0.6857948597359655
TEN_GOD_ONLY,20,20260835,23,0.6426673567977916,0.6521739130434783,0.6084570052696212
TEN_GOD_ONLY,21,20260836,23,0.6221359558316081,0.6521739130434783,0.6199057315171966
TEN_GOD_ONLY,22,20260837,23,0.5542615596963423,0.5652173913043478,0.4673738602973113
TEN_GOD_ONLY,23,20260838,23,0.56972049689441,0.6956521739130435,0.34880056602867604
TEN_GOD_ONLY,24,20260839,23,0.6018461007591442,0.6086956521739131,0.13547408944904016
TEN_GOD_ONLY,25,20260840,23,0.5639233954451346,0.6086956521739131,0.45507893981310066
TEN_GOD_ONLY,26,20260841,23,0.6450828157349897,0.6956521739130435,0.47233170669896174
TEN_GOD_ONLY,27,20260842,23,0.6414596273291926,0.6521739130434783,0.3561647636891493
TEN_GOD_ONLY,28,20260843,23,0.5938750862663906,0.6521739130434783,0.22676930324297082
TEN_GOD_ONLY,29,20260844,23,0.612232574189096,0.6521739130434783,0.3939094969775353
TEN_GOD_ONLY,30,20260845,23,0.6117494824016563,0.5652173913043478,0.442089812754762
TEN_GOD_ONLY,31,20260846,23,0.6110248447204969,0.6956521739130435,0.5063639936724331
TEN_GOD_ONLY,32,20260847,23,0.5392857142857143,0.5652173913043478,0.06888674798066496
TEN_GOD_ONLY,33,20260848,23,0.6016045548654244,0.6521739130434783,0.5648181409916695
TEN_GOD_ONLY,34,20260849,23,0.627208419599724,0.6521739130434783,0.7966960328480424
TEN_GOD_ONLY,35,20260850,23,0.61972049689441,0.6086956521739131,0.7086178831220853
TEN_GOD_ONLY,36,20260851,23,0.6281746031746033,0.6086956521739131,0.6108457334301085
TEN_GOD_ONLY,37,20260852,23,0.6098861283643892,0.6521739130434783,0.6277000588549506
TEN_GOD_ONLY,38,20260853,23,0.6499137336093859,0.6521739130434783,0.5186100849444873
TEN_GOD_ONLY,39,20260854,23,0.6412180814354729,0.6956521739130435,0.6630530987461473
TEN_GOD_ONLY,40,20260855,23,0.6223775017253278,0.6086956521739131,0.5240406713083197
TEN_GOD_ONLY,41,20260856,23,0.5810731538992409,0.6521739130434783,0.4678583774741377
TEN_GOD_ONLY,42,20260857,23,0.5921842650103519,0.6521739130434783,0.44131199395465526
TEN_GOD_ONLY,43,20260858,23,0.5885610766045549,0.5652173913043478,0.4200540467476646
TEN_GOD_ONLY,44,20260859,23,0.6112663906142167,0.6521739130434783,0.4019372803224939
TEN_GOD_ONLY,45,20260860,23,0.5822808833678399,0.6086956521739131,0.3675725752269532
TEN_GOD_ONLY,46,20260861,23,0.6390441683919945,0.6521739130434783,0.5190913184024134
TEN_GOD_ONLY,47,20260862,23,0.5955659075224293,0.6086956521739131,0.4495909731080934
TEN_GOD_ONLY,48,20260863,23,0.6088509316770186,0.6521739130434783,0.5511057757478892
TEN_GOD_ONLY,49,20260864,23,0.618512767425811,0.6521739130434783,0.6415658268893738
B_NO_HIDDEN,0,20260815,23,0.5765010351966874,0.6956521739130435,1.2024792413172634
B_NO_HIDDEN,1,20260816,23,0.5691166321601103,0.6086956521739131,0.7951207600962031
B_NO_HIDDEN,2,20260817,23,0.5674258109040717,0.6521739130434783,0.6674199542864017
B_NO_HIDDEN,3,20260818,23,0.5587301587301587,0.6086956521739131,0.43832170578189444
B_NO_HIDDEN,4,20260819,23,0.5336783988957902,0.6086956521739131,0.7336451632263314
B_NO_HIDDEN,5,20260820,23,0.5544513457556935,0.6086956521739131,0.4969781099510071
B_NO_HIDDEN,6,20260821,23,0.6555900621118013,0.7391304347826086,1.431480700280549
B_NO_HIDDEN,7,20260822,23,0.6006901311249137,0.7391304347826086,1.0225239058510733
B_NO_HIDDEN,8,20260823,23,0.5925465838509317,0.6521739130434783,1.8123361913082334
B_NO_HIDDEN,9,20260824,23,0.4675983436853001,0.5652173913043478,0.15219050504269438
B_NO_HIDDEN,10,20260825,23,0.577087646652864,0.6086956521739131,0.7044681787814278
B_NO_HIDDEN,11,20260826,23,0.5181504485852312,0.6086956521739131,1.0009814394924526
B_NO_HIDDEN,12,20260827,23,0.5402346445824707,0.5652173913043478,0.19659160267068654
B_NO_HIDDEN,13,20260828,23,0.5274672187715667,0.5652173913043478,0.3603561447942676
B_NO_HIDDEN,14,20260829,23,0.5742581090407177,0.6086956521739131,1.580091301554799
B_NO_HIDDEN,15,20260830,23,0.6577639751552795,0.782608695652174,1.3063351746216447
B_NO_HIDDEN,16,20260831,23,0.5775707384403036,0.7391304347826086,0.9433304058349625
B_NO_HIDDEN,17,20260832,23,0.6087991718426501,0.4782608695652174,-0.10112922146468206
B_NO_HIDDEN,18,20260833,23,0.5779503105590063,0.6521739130434783,1.221358475246861
B_NO_HIDDEN,19,20260834,23,0.5625258799171843,0.6521739130434783,0.7391036213741407
B_NO_HIDDEN,20,20260835,23,0.4291580400276052,0.5217391304347826,0.11572827483031745
B_NO_HIDDEN,21,20260836,23,0.5573498964803312,0.6521739130434783,1.1063189278746566
B_NO_HIDDEN,22,20260837,23,0.5485162180814355,0.6086956521739131,0.45071969408317303
B_NO_HIDDEN,23,20260838,23,0.5953416149068324,0.6521739130434783,1.2031260834046615
B_NO_HIDDEN,24,20260839,23,0.6482746721877156,0.782608695652174,1.8221937812459097
B_NO_HIDDEN,25,20260840,23,0.5980331262939957,0.6956521739130435,0.9505512686058233
B_NO_HIDDEN,26,20260841,23,0.6085576259489303,0.6956521739130435,1.7505332059984748
B_NO_HIDDEN,27,20260842,23,0.54824016563147,0.4782608695652174,-0.01048871029491645
B_NO_HIDDEN,28,20260843,23,0.5667701863354037,0.6086956521739131,0.5927994337273375
B_NO_HIDDEN,29,20260844,23,0.5473084886128364,0.5652173913043478,1.0326502996018445
B_NO_HIDDEN,30,20260845,23,0.5757763975155279,0.7391304347826086,1.2974158907735776
B_NO_HIDDEN,31,20260846,23,0.6428916494133886,0.7391304347826086,1.2426710671782837
B_NO_HIDDEN,32,20260847,23,0.6052449965493444,0.6521739130434783,1.2499203676521389
B_NO_HIDDEN,33,20260848,23,0.5977225672877846,0.6521739130434783,0.9812532304492105
B_NO_HIDDEN,34,20260849,23,0.5370600414078676,0.6086956521739131,0.5117161998716573
B_NO_HIDDEN,35,20260850,23,0.5537267080745342,0.6086956521739131,0.24990547515734463
B_NO_HIDDEN,36,20260851,23,0.6328502415458938,0.6956521739130435,1.414847841079223
B_NO_HIDDEN,37,20260852,23,0.6337819185645273,0.6956521739130435,1.2185833017236476
B_NO_HIDDEN,38,20260853,23,0.6489993098688751,0.7391304347826086,1.3459139154833806
B_NO_HIDDEN,39,20260854,23,0.5246031746031745,0.5652173913043478,1.3339708464392557
B_NO_HIDDEN,40,20260855,23,0.5494824016563148,0.6956521739130435,0.654046991274591
B_NO_HIDDEN,41,20260856,23,0.5630089717046238,0.6521739130434783,0.47589812950933086
