astrology_scored,axis,birth_date,birth_ok,birth_place,birth_time,birth_year,candidate_source,eligible,event_collection_started,gender,latitude,longitude,name,norm_name,prior_used,role_family,role_qid,seed_origin,selection_information_used,source_name,source_row_key,utc_offset,wave,wikidata_id,wikidata_sitelinks
False,COMPETITIVE,1908-11-18,True,"Brussels, Belgium",18:30,1908.0,V5_WIKIDATA_EXPANSION,True,False,male,50.846,4.356,Adrien Anneet,adrienanneet,False,boxer,Q11338576,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,Adrien Anneet,AdrienAnneet1908,+00:00,V5_ROLE_ONLY_EXPANSION,Q376726,
False,COMPETITIVE,1927-02-27,True,"Algiers, Algeria",20:00,1927.0,V5_WIKIDATA_EXPANSION,True,False,male,36.772,3.052,Albert Yvel,albertyvel,False,boxer,Q11338576,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,Albert Yvel,AlbertYvel1927,+00:00,V5_ROLE_ONLY_EXPANSION,Q2639088,
False,COMPETITIVE,1926-08-26,True,"Rome, Italy",07:00,1926.0,V5_WIKIDATA_EXPANSION,True,False,male,41.891,12.494,Alessandro D'Ottavio,alessandrodottavio,False,boxer,Q11338576,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,Alessandro D'Ottavio,AlessandroD'Ottavio1926,+01:00,V5_ROLE_ONLY_EXPANSION,Q2466968,
False,COMPETITIVE,1941-12-31,True,"Glasgow, United Kingdom",16:30,1941.0,V5_WIKIDATA_EXPANSION,True,False,male,55.866,-4.257,Alex Ferguson,alexferguson,False,athlete,Q2066131,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,Alex Ferguson,AlexFerguson1941,+01:00,V5_ROLE_ONLY_EXPANSION,Q44980,
False,COMPETITIVE,1936-03-24,True,"Arequipa, Peru",09:30,1936.0,V5_WIKIDATA_EXPANSION,True,False,male,-16.399,-71.537,Alex Olmedo,alexolmedo,False,tennis_player,Q10833314,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,Alex Olmedo,AlexOlmedo1936,-05:00,V5_ROLE_ONLY_EXPANSION,Q734544,
False,COMPETITIVE,1952-06-25,True,"Natick, MA, United States",15:13,1952.0,V5_WIKIDATA_EXPANSION,True,False,male,42.284,-71.347,Al Parker,alparker,False,tennis_player,Q10833314,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,Al Parker,AlParker1952,-04:00,V5_ROLE_ONLY_EXPANSION,Q4704585,
False,COMPETITIVE,1979-07-05,True,"Saint-Germain-en-Laye, France",16:30,1979.0,V5_WAVE_A,True,False,female,48.899,2.094,Amelie Mauresmo,ameliemauresmo,False,,,WAVE2_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_CHECK_ALLOWED;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_ASTROLOGY,Amélie Mauresmo,AmélieMauresmo1979,+02:00,V5_ROSTER_WAVE_A_AVAILABLE_POOL,,
False,COMPETITIVE,1921-01-21,True,"Grainau, Germany",16:45,1921.0,V5_WIKIDATA_EXPANSION,True,False,male,47.475,11.024,Andreas Ostler,andreasostler,False,athlete,Q2066131,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,Andreas Ostler,AndreasOstler1921,+01:00,V5_ROLE_ONLY_EXPANSION,Q499846,
False,COMPETITIVE,1900-07-16,True,"Bordeaux, France",12:00,1900.0,V5_WIKIDATA_EXPANSION,True,False,male,44.835,-0.575,Andre Routis,andreroutis,False,boxer,Q11338576,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,André Routis,AndréRoutis1900,+00:09,V5_ROLE_ONLY_EXPANSION,Q2848579,
False,COMPETITIVE,1987-05-15,True,"Glasgow, United Kingdom",14:10,1987.0,V5_WAVE_A,True,False,male,55.866,-4.257,Andy Murray,andymurray,False,,,WAVE2_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_CHECK_ALLOWED;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_ASTROLOGY,Andy Murray,AndyMurray1987,+01:00,V5_ROSTER_WAVE_A_AVAILABLE_POOL,,
False,COMPETITIVE,1968-11-07,True,"Bolzano, Italy",22:00,1968.0,V5_WIKIDATA_EXPANSION,True,False,female,46.497,11.358,Antonella Bellutti,antonellabellutti,False,athlete,Q2066131,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,Antonella Bellutti,AntonellaBellutti1968,+01:00,V5_ROLE_ONLY_EXPANSION,Q436450,
False,COMPETITIVE,1937-03-22,True,"Quierschied, Germany",10:00,1937.0,V5_WIKIDATA_EXPANSION,True,False,male,49.325,7.045,Armin Hary,arminhary,False,athlete,Q2066131,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,Armin Hary,ArminHary1937,+01:00,V5_ROLE_ONLY_EXPANSION,Q57678,
False,COMPETITIVE,1977-12-17,True,"Aix-en-Provence, France",13:15,1977.0,V5_WIKIDATA_EXPANSION,True,False,male,43.525,5.454,Arnaud Clément,arnaudclement,False,tennis_player,Q10833314,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,Arnaud Clément,ArnaudClément1977,+01:00,V5_ROLE_ONLY_EXPANSION,Q299944,
False,COMPETITIVE,1943-07-10,True,"Richmond, VA, United States",12:55,1943.0,V5_WAVE_A,True,False,male,37.541,-77.434,Arthur Ashe,arthurashe,False,,,WAVE2_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_CHECK_ALLOWED;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_ASTROLOGY,Arthur Ashe,ArthurAshe1943,-04:00,V5_ROSTER_WAVE_A_AVAILABLE_POOL,,
False,COMPETITIVE,1949-01-08,True,"Steubenville, OH, United States",22:58,1949.0,V5_WIKIDATA_EXPANSION,True,False,male,40.37,-80.632,Arthur Johnson,arthurjohnson,False,boxer,Q11338576,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,Arthur Johnson,ArthurJohnson1949,-05:00,V5_ROLE_ONLY_EXPANSION,Q4799274,
False,COMPETITIVE,1936-02-21,True,"Houston, TX, United States",14:30,1936.0,V5_WIKIDATA_EXPANSION,True,False,female,29.761,-95.37,Barbara Jordan,barbarajordan,False,tennis_player,Q10833314,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,Barbara Jordan,BarbaraJordan1936,-06:00,V5_ROLE_ONLY_EXPANSION,Q53570,
False,COMPETITIVE,1934-01-09,True,"Montgomery, AL, United States",15:00,1934.0,V5_WAVE_A,True,False,male,32.377,-86.3,Bart Starr,bartstarr,False,,,WAVE2_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_CHECK_ALLOWED;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_ASTROLOGY,Bart Starr,BartStarr1934,-06:00,V5_ROSTER_WAVE_A_AVAILABLE_POOL,,
False,COMPETITIVE,1989-05-08,True,"Avignon, France",21:05,1989.0,V5_WIKIDATA_EXPANSION,True,False,male,43.949,4.806,Benoît Paire,benoitpaire,False,tennis_player,Q10833314,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,Benoît Paire,BenoîtPaire1989,+02:00,V5_ROLE_ONLY_EXPANSION,Q246542,
False,COMPETITIVE,1954-11-14,True,"Yffiniac, France",08:15,1954.0,V5_WIKIDATA_EXPANSION,True,False,male,48.484,-2.676,Bernard Hinault,bernardhinault,False,athlete,Q2066131,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,Bernard Hinault,BernardHinault1954,+01:00,V5_ROLE_ONLY_EXPANSION,Q109255,
False,COMPETITIVE,1948-01-10,True,"Saint-Julien-de-Civry, France",12:00,1948.0,V5_WIKIDATA_EXPANSION,True,False,male,46.366,4.231,Bernard Thévenet,bernardthevenet,False,athlete,Q2066131,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,Bernard Thévenet,BernardThévenet1948,+01:00,V5_ROLE_ONLY_EXPANSION,Q367064,
False,COMPETITIVE,1946-12-30,True,"Kaarst, Germany",07:15,1946.0,V5_WAVE_A,True,False,male,51.226,6.628,Berti Vogts,bertivogts,False,,,WAVE2_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_CHECK_ALLOWED;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_ASTROLOGY,Berti Vogts,BertiVogts1946,+01:00,V5_ROSTER_WAVE_A_AVAILABLE_POOL,,
False,COMPETITIVE,1960-09-23,True,"Quimper, France",13:45,1960.0,V5_WIKIDATA_EXPANSION,True,False,male,47.996,-4.1,Bertrand de Broc,bertranddebroc,False,athlete,Q2066131,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,Bertrand de Broc,BertranddeBroc1960,+01:00,V5_ROLE_ONLY_EXPANSION,Q2899711,
False,COMPETITIVE,1930-01-01,True,"Venice, Italy",03:45,1930.0,V5_WIKIDATA_EXPANSION,True,False,male,45.435,12.339,Bitti Bergamo,bittibergamo,False,tennis_player,Q10833314,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,Bitti Bergamo,BittiBergamo1930,+01:00,V5_ROLE_ONLY_EXPANSION,Q3640511,
False,COMPETITIVE,1951-12-18,True,"Akron, OH, United States",04:15,1951.0,V5_WIKIDATA_EXPANSION,True,False,male,41.085,-81.516,Bobby Jones,bobbyjones,False,athlete,Q2066131,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,Bobby Jones,BobbyJones1951,-05:00,V5_ROLE_ONLY_EXPANSION,Q437526,
False,COMPETITIVE,1918-02-25,True,"Los Angeles, CA, United States",01:00,1918.0,V5_WIKIDATA_EXPANSION,True,False,male,34.052,-118.243,Bobby Riggs,bobbyriggs,False,tennis_player,Q10833314,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,Bobby Riggs,BobbyRiggs1918,-08:00,V5_ROLE_ONLY_EXPANSION,Q54539,
False,COMPETITIVE,1961-04-17,True,"West Islip, NY, United States",23:43,1961.0,V5_WAVE_A,True,False,male,40.709,-73.298,Boomer Esiason,boomeresiason,False,,,WAVE2_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_CHECK_ALLOWED;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_ASTROLOGY,Boomer Esiason,BoomerEsiason1961,-05:00,V5_ROSTER_WAVE_A_AVAILABLE_POOL,,
False,COMPETITIVE,1967-11-22,True,"Leimen, Germany",08:45,1967.0,V5_WAVE_A,True,False,male,49.349,8.689,Boris Becker,borisbecker,False,,,WAVE2_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_CHECK_ALLOWED;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_ASTROLOGY,Boris Becker,BorisBecker1967,+01:00,V5_ROSTER_WAVE_A_AVAILABLE_POOL,,
False,COMPETITIVE,1946-08-18,True,"Lake Charles, LA, United States",21:35,1946.0,V5_WIKIDATA_EXPANSION,True,False,male,30.229,-93.217,Boyer Coe,boyercoe,False,athlete,Q2066131,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,Boyer Coe,BoyerCoe1946,-05:00,V5_ROLE_ONLY_EXPANSION,Q4952446,
False,COMPETITIVE,1973-04-21,True,"Boston, MA, United States",20:59,1973.0,V5_WIKIDATA_EXPANSION,True,False,male,42.359,-71.059,Brian J. White,brianjwhite,False,athlete,Q2066131,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,Brian J. White,BrianJ.White1973,-05:00,V5_ROLE_ONLY_EXPANSION,Q1762270,
False,COMPETITIVE,1949-10-28,True,"Mount Kisco, NY, United States",06:16,1949.0,V5_WAVE_A,True,False,male,41.208,-73.727,Bruce Jenner,brucejenner,False,,,WAVE2_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_CHECK_ALLOWED;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_ASTROLOGY,Bruce Jenner,BruceJenner1949,-05:00,V5_ROSTER_WAVE_A_AVAILABLE_POOL,,
False,COMPETITIVE,1942-01-01,True,"Atina, Italy",10:00,1942.0,V5_WIKIDATA_EXPANSION,True,False,male,41.621,13.801,Bruno Arcari,brunoarcari,False,boxer,Q11338576,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,Bruno Arcari,BrunoArcari1942,+02:00,V5_ROLE_ONLY_EXPANSION,Q729084,
False,COMPETITIVE,1910-09-12,True,"Faenza, Italy",20:35,1910.0,V5_WIKIDATA_EXPANSION,True,False,male,44.285,11.883,Bruno Neri,brunoneri,False,athlete,Q2066131,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,Bruno Neri,BrunoNeri1910,+01:00,V5_ROLE_ONLY_EXPANSION,Q3645856,
False,COMPETITIVE,1932-11-23,True,"La Spezia, Italy",16:00,1932.0,V5_WIKIDATA_EXPANSION,True,False,male,44.107,9.829,Bruno Visintin,brunovisintin,False,boxer,Q11338576,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,Bruno Visintin,BrunoVisintin1932,+01:00,V5_ROLE_ONLY_EXPANSION,Q330364,
False,COMPETITIVE,1915-06-11,True,"Denver, CO, United States",05:30,1915.0,V5_WIKIDATA_EXPANSION,True,False,male,39.738,-104.985,Buddy Baer,buddybaer,False,boxer,Q11338576,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,Buddy Baer,BuddyBaer1915,-07:00,V5_ROLE_ONLY_EXPANSION,Q2927516,
False,COMPETITIVE,1969-06-15,True,"Neuilly-sur-Seine, France",18:00,1969.0,V5_WIKIDATA_EXPANSION,True,False,male,48.884,2.273,Cédric Pioline,cedricpioline,False,tennis_player,Q10833314,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,Cedric Pioline,CedricPioline1969,+01:00,V5_ROLE_ONLY_EXPANSION,Q162487,
False,COMPETITIVE,1927-03-31,True,"Yuma, AZ, United States",15:00,1927.0,V5_WIKIDATA_EXPANSION,True,False,male,32.722,-114.621,César Chávez,cesarchavez,False,boxer,Q11338576,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,César Chávez,CésarChávez1927,-07:00,V5_ROLE_ONLY_EXPANSION,Q5202531,
False,COMPETITIVE,1932-12-08,True,"Luxembourg, Luxembourg",02:30,1932.0,V5_WIKIDATA_EXPANSION,True,False,male,49.61,6.13,Charly Gaul,charlygaul,False,athlete,Q2066131,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,Charly Gaul,CharlyGaul1932,+00:00,V5_ROLE_ONLY_EXPANSION,Q15983,
False,COMPETITIVE,1908-03-05,True,"Hyères, France",05:00,1908.0,V5_WIKIDATA_EXPANSION,True,False,male,43.12,6.129,Christian Boussus,christianboussus,False,tennis_player,Q10833314,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,Christian Boussus,ChristianBoussus1908,+00:09,V5_ROLE_ONLY_EXPANSION,Q2965097,
False,COMPETITIVE,1956-01-01,True,"Paris, France",13:40,1956.0,V5_WIKIDATA_EXPANSION,True,False,female,48.857,2.351,Christine Lagarde,christinelagarde,False,athlete,Q2066131,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,Christine Lagarde,ChristineLagarde1956,+01:00,V5_ROLE_ONLY_EXPANSION,Q484605,
False,COMPETITIVE,1941-01-05,True,"Saint Louis, MO, United States",01:20,1941.0,V5_WIKIDATA_EXPANSION,True,False,male,38.635,-90.201,Chuck McKinley,chuckmckinley,False,tennis_player,Q10833314,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,Chuck McKinley,ChuckMcKinley1941,-06:00,V5_ROLE_ONLY_EXPANSION,Q54540,
False,COMPETITIVE,1943-03-14,True,"Novara, Italy",15:05,1943.0,V5_WIKIDATA_EXPANSION,True,False,male,45.445,8.618,Cosimo Pinto,cosimopinto,False,boxer,Q11338576,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,Cosimo Pinto,CosimoPinto1943,+01:00,V5_ROLE_ONLY_EXPANSION,Q732555,
False,COMPETITIVE,1951-10-03,True,"Saint-Paul, MN, United States",02:45,1951.0,V5_WAVE_A,True,False,male,44.944,-93.094,Dave Winfield,davewinfield,False,,,WAVE2_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_CHECK_ALLOWED;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_ASTROLOGY,Dave Winfield,DaveWinfield1951,-06:00,V5_ROSTER_WAVE_A_AVAILABLE_POOL,,
False,COMPETITIVE,1971-03-27,True,"Dumfries, United Kingdom",00:45,1971.0,V5_WAVE_A,True,False,male,55.069,-3.608,David Coulthard,davidcoulthard,False,,,WAVE2_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_CHECK_ALLOWED;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_ASTROLOGY,David Coulthard,DavidCoulthard1971,+01:00,V5_ROSTER_WAVE_A_AVAILABLE_POOL,,
False,COMPETITIVE,1990-12-07,True,"Liège, Belgium",14:35,1990.0,V5_WIKIDATA_EXPANSION,True,False,male,50.644,5.572,David Goffin,davidgoffin,False,tennis_player,Q10833314,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,David Goffin,DavidGoffin1990,+01:00,V5_ROLE_ONLY_EXPANSION,Q19406,
False,COMPETITIVE,1962-08-23,True,"Inglewood, CA, United States",13:34,1962.0,V5_WIKIDATA_EXPANSION,True,False,male,33.962,-118.353,Dean Karnazes,deankarnazes,False,athlete,Q2066131,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,Dean Karnazes,DeanKarnazes1962,-07:00,V5_ROLE_ONLY_EXPANSION,Q331288,
False,COMPETITIVE,1951-11-17,True,"Santa Monica, CA, United States",18:50,1951.0,V5_WIKIDATA_EXPANSION,True,False,male,34.011,-118.492,Dean Paul Martin,deanpaulmartin,False,tennis_player,Q10833314,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,Dean Paul Martin,DeanPaulMartin1951,-08:00,V5_ROLE_ONLY_EXPANSION,Q1181118,
False,COMPETITIVE,1939-08-08,True,"Portland, OR, United States",10:51,1939.0,V5_WIKIDATA_EXPANSION,True,False,male,45.516,-122.681,Denny Moyer,dennymoyer,False,boxer,Q11338576,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,Denny Moyer,DennyMoyer1939,-08:00,V5_ROLE_ONLY_EXPANSION,Q545389,
False,COMPETITIVE,1942-12-09,True,"Chicago, IL, United States",21:20,1942.0,V5_WAVE_A,True,False,male,41.883,-87.632,Dick Butkus,dickbutkus,False,,,WAVE2_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_CHECK_ALLOWED;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_ASTROLOGY,Dick Butkus,DickButkus1942,-05:00,V5_ROSTER_WAVE_A_AVAILABLE_POOL,,
False,COMPETITIVE,1947-03-06,True,"Portland, OR, United States",12:07,1947.0,V5_WIKIDATA_EXPANSION,True,False,male,45.516,-122.681,Dick Fosbury,dickfosbury,False,athlete,Q2066131,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,Dick Fosbury,DickFosbury1947,-08:00,V5_ROLE_ONLY_EXPANSION,Q310989,
False,COMPETITIVE,1927-03-04,True,"Bayonne, NJ, United States",16:15,1927.0,V5_WIKIDATA_EXPANSION,True,False,male,40.669,-74.117,Dick Savitt,dicksavitt,False,tennis_player,Q10833314,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,Dick Savitt,DickSavitt1927,-05:00,V5_ROLE_ONLY_EXPANSION,Q54577,
False,COMPETITIVE,1968-10-15,True,"Bayonne, France",16:50,1968.0,V5_WAVE_A,True,False,male,43.493,-1.475,Didier Deschamps,didierdeschamps,False,,,WAVE2_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_CHECK_ALLOWED;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_ASTROLOGY,Didier Deschamps,DidierDeschamps1968,+01:00,V5_ROSTER_WAVE_A_AVAILABLE_POOL,,
False,COMPETITIVE,1969-10-19,True,"Hinterzarten, Germany",12:35,1969.0,V5_WIKIDATA_EXPANSION,True,False,male,47.903,8.106,Dieter Thoma,dieterthoma,False,athlete,Q2066131,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,Dieter Thoma,DieterThoma1969,+01:00,V5_ROLE_ONLY_EXPANSION,Q61703,
