axis,role_family,role_qid,wikidata_id,name,norm_name,wikidata_sitelinks,seed_origin,selection_information_used,source_row_key,source_name,gender,birth_date,birth_time,utc_offset,birth_year,birth_place,longitude,latitude,eligible,prior_used,birth_ok,wave,event_collection_started,astrology_scored
PROJECT,film_director,Q2526255,Q513632,Cédric Klapisch,cedricklapisch,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,CédricKlapisch1961,Cédric Klapisch,male,1961-09-04,06:55,+01:00,1961,"Neuilly-sur-Seine, France",2.273,48.884,True,False,True,V5_ROLE_ONLY_EXPANSION,False,False
PROJECT,film_director,Q2526255,Q469164,Cesare Zavattini,cesarezavattini,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,CesareZavattini1902,Cesare Zavattini,male,1902-07-20,18:15,+01:00,1902,"Luzzara, Italy",10.691,44.959,True,False,True,V5_ROLE_ONLY_EXPANSION,False,False
PROJECT,actor,Q33999,Q1785,Charles Aznavour,charlesaznavour,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,CharlesAznavour1924,Charles Aznavour,male,1924-05-22,00:15,+01:00,1924,"Paris, France",2.351,48.857,True,False,True,V5_ROLE_ONLY_EXPANSION,False,False
PROJECT,actor,Q33999,Q36105,Charles Bronson,charlesbronson,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,CharlesBronson1921,Charles Bronson,male,1921-11-03,11:00,-05:00,1921,"Ehrenfeld, PA, United States",-78.775,40.373,True,False,True,V5_ROLE_ONLY_EXPANSION,False,False
PROJECT,actor,Q33999,Q76409,Charles Bukowski,charlesbukowski,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,CharlesBukowski1920,Charles Bukowski,male,1920-08-16,22:00,+01:00,1920,"Andernach, Germany",7.406,50.439,True,False,True,V5_ROLE_ONLY_EXPANSION,False,False
PROJECT,musician,Q639669,Q107432,Charles Mingus,charlesmingus,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,CharlesMingus1922,Charles Mingus,male,1922-04-22,21:30,-07:00,1922,"Nogales, AZ, United States",-110.934,31.342,True,False,True,V5_ROLE_ONLY_EXPANSION,False,False
PROJECT,film_director,Q2526255,Q474192,Charles Spaak,charlesspaak,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,CharlesSpaak1903,Charles Spaak,male,1903-05-25,23:30,+00:00,1903,"Brussels, Belgium",4.356,50.846,True,False,True,V5_ROLE_ONLY_EXPANSION,False,False
PROJECT,musician,Q639669,Q212549,Charles Trenet,charlestrenet,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,CharlesTrénet1913,Charles Trénet,male,1913-05-18,16:00,+00:00,1913,"Narbonne, France",3.004,43.184,True,False,True,V5_ROLE_ONLY_EXPANSION,False,False
PROJECT,musician,Q639669,Q260841,Charlie Burchill,charlieburchill,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,CharlieBurchill1959,Charlie Burchill,male,1959-11-27,23:35,+00:00,1959,"Glasgow, United Kingdom",-4.257,55.866,True,False,True,V5_ROLE_ONLY_EXPANSION,False,False
PROJECT,musician,Q639669,Q180836,Charlotte Perrelli,charlotteperrelli,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,CharlottePerrelli1974,Charlotte Perrelli,female,1974-10-07,19:45,+01:00,1974,"Hovmantorp, Lessebo, Sweden",15.137,56.787,True,False,True,V5_ROLE_ONLY_EXPANSION,False,False
PROJECT,singer,Q177220,Q266335,Charlotte Rae,charlotterae,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,CharlotteRae1926,Charlotte Rae,female,1926-04-22,18:30,-06:00,1926,"Milwaukee, WI, United States",-87.909,43.041,True,False,True,V5_ROLE_ONLY_EXPANSION,False,False
PROJECT,actor,Q33999,Q80739,Charlton Heston,charltonheston,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,CharltonHeston1923,Charlton Heston,male,1923-10-04,07:55,-06:00,1923,"Evanston, IL, United States",-87.688,42.052,True,False,True,V5_ROLE_ONLY_EXPANSION,False,False
PROJECT,singer,Q177220,Q2274,Chet Baker,chetbaker,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,ChetBaker1929,Chet Baker,male,1929-12-23,00:45,-06:00,1929,"Yale, OK, United States",-96.698,36.116,True,False,True,V5_ROLE_ONLY_EXPANSION,False,False
PROJECT,singer,Q177220,Q310926,Chevy Chase,chevychase,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,ChevyChase1943,Chevy Chase,male,1943-10-08,08:19,-04:00,1943,"New York, NY, United States",-74.007,40.713,True,False,True,V5_ROLE_ONLY_EXPANSION,False,False
PROJECT,musician,Q639669,Q283317,Chiara Mastroianni,chiaramastroianni,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,ChiaraMastroianni1972,Chiara Mastroianni,female,1972-05-28,23:55,+01:00,1972,"Paris, France",2.351,48.857,True,False,True,V5_ROLE_ONLY_EXPANSION,False,False
PROJECT,musician,Q639669,Q192465,Chick Corea,chickcorea,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,ChickCorea1941,Chick Corea,male,1941-06-12,12:40,-05:00,1941,"Chelsea, AL, United States",-86.63,33.34,True,False,True,V5_ROLE_ONLY_EXPANSION,False,False
PROJECT,film_director,Q2526255,Q178348,Chris Evans,chrisevans,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,ChrisEvans1981,Chris Evans,male,1981-06-13,18:16,-04:00,1981,"Sudbury, MA, United States",-71.413,42.383,True,False,True,V5_ROLE_ONLY_EXPANSION,False,False
PROJECT,singer,Q177220,Q311752,Chris Farley,chrisfarley,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,ChrisFarley1964,Chris Farley,male,1964-02-15,15:34,-06:00,1964,"Madison, WI, United States",-89.385,43.074,True,False,True,V5_ROLE_ONLY_EXPANSION,False,False
PROJECT,film_director,Q2526255,Q170256,Chris Marker,chrismarker,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,ChrisMarker1921,Chris Marker,male,1921-07-29,10:00,+01:00,1921,"Neuilly-sur-Seine, France",2.273,48.884,True,False,True,V5_ROLE_ONLY_EXPANSION,False,False
PROJECT,musician,Q639669,Q239202,Chrissie Hynde,chrissiehynde,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,ChrissieHynde1951,Chrissie Hynde,female,1951-09-07,10:20,-04:00,1951,"Akron, OH, United States",-81.516,41.085,True,False,True,V5_ROLE_ONLY_EXPANSION,False,False
PROJECT,film_director,Q2526255,Q310692,Christian Clavier,christianclavier,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,ChristianClavier1952,Christian Clavier,male,1952-05-06,12:10,+01:00,1952,"Paris, France",2.351,48.857,True,False,True,V5_ROLE_ONLY_EXPANSION,False,False
PROJECT,film_director,Q2526255,Q451637,Christine Pascal,christinepascal,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,ChristinePascal1953,Christine Pascal,female,1953-11-29,21:10,+01:00,1953,"Lyon, France",4.834,45.767,True,False,True,V5_ROLE_ONLY_EXPANSION,False,False
PROJECT,singer,Q177220,Q330394,C. Jérôme,cjerome,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,C.Jérôme1946,C. Jérôme,male,1946-12-21,20:40,+01:00,1946,"Paris, France",2.351,48.857,True,False,True,V5_ROLE_ONLY_EXPANSION,False,False
PROJECT,singer,Q177220,Q281352,Claire Keim,clairekeim,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,ClaireKeim1975,Claire Keim,female,1975-07-08,18:30,+01:00,1975,"Senlis, France",2.586,49.204,True,False,True,V5_ROLE_ONLY_EXPANSION,False,False
PROJECT,musician,Q639669,Q236835,Clara Morgane,claramorgane,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,ClaraMorgane1981,Clara Morgane,female,1981-01-25,01:25,+01:00,1981,"Marseille, France",5.374,43.295,True,False,True,V5_ROLE_ONLY_EXPANSION,False,False
PROJECT,actor,Q33999,Q113206,Clark Gregg,clarkgregg,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,ClarkGregg1962,Clark Gregg,male,1962-04-02,01:01,-05:00,1962,"Boston, MA, United States",-71.059,42.359,True,False,True,V5_ROLE_ONLY_EXPANSION,False,False
PROJECT,film_director,Q2526255,Q298905,Claude Berri,claudeberri,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,ClaudeBerri1934,Claude Berri,male,1934-07-01,06:45,+01:00,1934,"Paris, France",2.351,48.857,True,False,True,V5_ROLE_ONLY_EXPANSION,False,False
PROJECT,actor,Q33999,Q106544,Claude Brasseur,claudebrasseur,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,ClaudeBrasseur1936,Claude Brasseur,male,1936-06-15,07:50,+01:00,1936,"Neuilly-sur-Seine, France",2.273,48.884,True,False,True,V5_ROLE_ONLY_EXPANSION,False,False
PROJECT,actor,Q33999,Q55375,Claude Chabrol,claudechabrol,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,ClaudeChabrol1930,Claude Chabrol,male,1930-06-24,22:00,+01:00,1930,"Paris, France",2.351,48.857,True,False,True,V5_ROLE_ONLY_EXPANSION,False,False
PROJECT,film_director,Q2526255,Q521870,Claude Faraldo,claudefaraldo,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,ClaudeFaraldo1936,Claude Faraldo,male,1936-03-23,23:00,+00:00,1936,"Paris, France",2.351,48.857,True,False,True,V5_ROLE_ONLY_EXPANSION,False,False
PROJECT,singer,Q177220,Q365985,Claude François,claudefrancois,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,ClaudeFrançois1939,Claude François,male,1939-02-01,06:05,+02:00,1939,"Ismailia, El Ismailia, Egypt",32.27,30.594,True,False,True,V5_ROLE_ONLY_EXPANSION,False,False
PROJECT,film_director,Q2526255,Q295093,Claude Lelouch,claudelelouch,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,ClaudeLelouch1937,Claude Lelouch,male,1937-10-30,21:15,+00:00,1937,"Paris, France",2.351,48.857,True,False,True,V5_ROLE_ONLY_EXPANSION,False,False
PROJECT,film_director,Q2526255,Q453371,Claude Miller,claudemiller,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,ClaudeMiller1942,Claude Miller,male,1942-02-20,00:50,+02:00,1942,"Paris, France",2.351,48.857,True,False,True,V5_ROLE_ONLY_EXPANSION,False,False
PROJECT,film_director,Q2526255,Q106669,Claude Sautet,claudesautet,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,ClaudeSautet1924,Claude Sautet,male,1924-02-23,19:00,+00:00,1924,"Montrouge, France",2.32,48.819,True,False,True,V5_ROLE_ONLY_EXPANSION,False,False
PROJECT,actor,Q33999,Q76717,Claudia Schiffer,claudiaschiffer,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,ClaudiaSchiffer1970,Claudia Schiffer,female,1970-08-25,12:10,+01:00,1970,"Rheinberg, Germany",6.605,51.543,True,False,True,V5_ROLE_ONLY_EXPANSION,False,False
PROJECT,musician,Q639669,Q151608,Claudio Abbado,claudioabbado,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,ClaudioAbbado1933,Claudio Abbado,male,1933-06-26,02:00,+01:00,1933,"Milan, Italy",9.188,45.464,True,False,True,V5_ROLE_ONLY_EXPANSION,False,False
PROJECT,film_director,Q2526255,Q433903,Claudio Gora,claudiogora,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,ClaudioGora1913,Claudio Gora,male,1913-07-27,16:30,+01:00,1913,"Genoa, Italy",8.934,44.407,True,False,True,V5_ROLE_ONLY_EXPANSION,False,False
PROJECT,musician,Q639669,Q320264,Clint Black,clintblack,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,ClintBlack1962,Clint Black,male,1962-02-04,19:30,-05:00,1962,"Long Branch, NJ, United States",-73.993,40.304,True,False,True,V5_ROLE_ONLY_EXPANSION,False,False
PROJECT,film_director,Q2526255,Q463255,Coline Serreau,colineserreau,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,ColineSerreau1947,Coline Serreau,female,1947-10-29,14:30,+01:00,1947,"Paris, France",2.351,48.857,True,False,True,V5_ROLE_ONLY_EXPANSION,False,False
PROJECT,singer,Q177220,Q270830,Concha Piquer,conchapiquer,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,ConchaPiquer1906,Concha Piquer,female,1906-12-13,08:00,+00:00,1906,"Valencia, Spain",-0.377,39.47,True,False,True,V5_ROLE_ONLY_EXPANSION,False,False
PROJECT,musician,Q639669,Q113581,Conchita Wurst,conchitawurst,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,ConchitaWurst1988,Conchita Wurst,male,1988-11-06,17:52,+01:00,1988,"Gmunden, Austria",13.799,47.918,True,False,True,V5_ROLE_ONLY_EXPANSION,False,False
PROJECT,singer,Q177220,Q235519,Connie Britton,conniebritton,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,ConnieBritton1967,Connie Britton,female,1967-03-06,15:49,-05:00,1967,"Boston, MA, United States",-71.059,42.359,True,False,True,V5_ROLE_ONLY_EXPANSION,False,False
PROJECT,actor,Q33999,Q129681,Corinne Marchand,corinnemarchand,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,CorinneMarchand1931,Corinne Marchand,female,1931-12-04,14:30,+00:00,1931,"Paris, France",2.351,48.857,True,False,True,V5_ROLE_ONLY_EXPANSION,False,False
PROJECT,singer,Q177220,Q222071,Courtney Love,courtneylove,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,CourtneyLove1964,Courtney Love,female,1964-07-09,14:08,-07:00,1964,"San Francisco, CA, United States",-122.42,37.78,True,False,True,V5_ROLE_ONLY_EXPANSION,False,False
PROJECT,film_director,Q2526255,Q72867,Craig Ferguson,craigferguson,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,CraigFerguson1962,Craig Ferguson,male,1962-05-17,18:10,+01:00,1962,"Glasgow, United Kingdom",-4.257,55.866,True,False,True,V5_ROLE_ONLY_EXPANSION,False,False
PROJECT,film_director,Q2526255,Q291413,Cristiana Capotondi,cristianacapotondi,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,CristianaCapotondi1980,Cristiana Capotondi,female,1980-09-13,04:00,+02:00,1980,"Rome, Italy",12.494,41.891,True,False,True,V5_ROLE_ONLY_EXPANSION,False,False
PROJECT,film_director,Q2526255,Q77489,Curt Siodmak,curtsiodmak,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,CurtSiodmak1902,Curt Siodmak,male,1902-08-10,10:30,+01:00,1902,"Dresden, Germany",13.734,51.051,True,False,True,V5_ROLE_ONLY_EXPANSION,False,False
PROJECT,singer,Q177220,Q175142,Cybill Shepherd,cybillshepherd,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,CybillShepherd1950,Cybill Shepherd,female,1950-02-18,19:52,-06:00,1950,"Memphis, TN, United States",-90.052,35.143,True,False,True,V5_ROLE_ONLY_EXPANSION,False,False
PROJECT,actor,Q33999,Q62558,Cyd Charisse,cydcharisse,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,CydCharisse1922,Cyd Charisse,female,1922-03-08,04:30,-06:00,1922,"Amarillo, TX, United States",-101.832,35.207,True,False,True,V5_ROLE_ONLY_EXPANSION,False,False
PROJECT,film_director,Q2526255,Q261454,Cynthia Gibb,cynthiagibb,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,CynthiaGibb1963,Cynthia Gibb,female,1963-12-14,09:34,-05:00,1963,"Bennington, VT, United States",-73.197,42.878,True,False,True,V5_ROLE_ONLY_EXPANSION,False,False
PROJECT,film_director,Q2526255,Q504708,Cyril Collard,cyrilcollard,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,CyrilCollard1957,Cyril Collard,male,1957-12-19,17:40,+01:00,1957,"Paris, France",2.351,48.857,True,False,True,V5_ROLE_ONLY_EXPANSION,False,False
PROJECT,film_director,Q2526255,Q286600,Dacia Maraini,daciamaraini,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,DaciaMaraini1936,Dacia Maraini,female,1936-11-13,12:50,+01:00,1936,"Florence, Italy",11.257,43.769,True,False,True,V5_ROLE_ONLY_EXPANSION,False,False
PROJECT,actor,Q33999,Q113099,Dagmar Berghoff,dagmarberghoff,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,DagmarBerghoff1943,Dagmar Berghoff,female,1943-01-25,13:45,+01:00,1943,"Berlin, Germany",13.411,52.523,True,False,True,V5_ROLE_ONLY_EXPANSION,False,False
PROJECT,actor,Q33999,Q55444,Damiano Damiani,damianodamiani,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,DamianoDamiani1922,Damiano Damiani,male,1922-07-23,18:30,+01:00,1922,"Pasiano di Pordenone, Italia",12.625,45.849,True,False,True,V5_ROLE_ONLY_EXPANSION,False,False
PROJECT,singer,Q177220,Q201047,Dan Fogelberg,danfogelberg,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,DanFogelberg1951,Dan Fogelberg,male,1951-08-13,02:46,-04:00,1951,"United States, United States",-77.02,38.892,True,False,True,V5_ROLE_ONLY_EXPANSION,False,False
PROJECT,actor,Q33999,Q106303,Daniel Auteuil,danielauteuil,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,DanielAuteuil1950,Daniel Auteuil,male,1950-01-24,00:05,+00:00,1950,"Algiers, Algeria",3.052,36.772,True,False,True,V5_ROLE_ONLY_EXPANSION,False,False
