axis,seed_rank,name,seed_origin,selection_information_used,norm_name,source_row_key,source_name,gender,birth_date,birth_time,utc_offset,birth_year,birth_place,longitude,latitude,prior_used,birth_ok,eligible,wave,event_collection_started,astrology_scored
PROJECT,152,Neil Diamond,WAVE2_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_CHECK_ALLOWED;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_ASTROLOGY,neildiamond,NeilDiamond1941,Neil Diamond,male,1941-01-24,23:04,-05:00,1941.0,"New York, NY, United States",-74.007,40.713,False,True,True,V5_ROSTER_WAVE_A_AVAILABLE_POOL,False,False
PROJECT,155,Alice Cooper,WAVE2_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_CHECK_ALLOWED;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_ASTROLOGY,alicecooper,AliceCooper1948,Alice Cooper,male,1948-02-04,22:33,-05:00,1948.0,"Ypsilanti Charter Township, MI, United States",-83.599,42.213,False,True,True,V5_ROSTER_WAVE_A_AVAILABLE_POOL,False,False
PROJECT,165,Eric Burdon,WAVE2_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_CHECK_ALLOWED;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_ASTROLOGY,ericburdon,EricBurdon1941,Eric Burdon,male,1941-05-11,00:00,+02:00,1941.0,"Newcastle upon Tyne, United Kingdom",-1.613,54.978,False,True,True,V5_ROSTER_WAVE_A_AVAILABLE_POOL,False,False
PROJECT,166,Carlos Santana,WAVE2_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_CHECK_ALLOWED;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_ASTROLOGY,carlossantana,CarlosSantana1947,Carlos Santana,male,1947-07-20,02:00,-06:00,1947.0,"Autlán de Navarro, Jalisco, México",-104.358,19.768,False,True,True,V5_ROSTER_WAVE_A_AVAILABLE_POOL,False,False
PROJECT,178,Maya Angelou,WAVE2_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_CHECK_ALLOWED;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_ASTROLOGY,mayaangelou,MayaAngelou1928,Maya Angelou,female,1928-04-04,14:10,-06:00,1928.0,"Saint Louis, MO, United States",-90.201,38.635,False,True,True,V5_ROSTER_WAVE_A_AVAILABLE_POOL,False,False
PROJECT,179,Philip Roth,WAVE2_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_CHECK_ALLOWED;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_ASTROLOGY,philiproth,PhilipRoth1933,Philip Roth,male,1933-03-19,01:00,-05:00,1933.0,"Newark, NJ, United States",-74.174,40.732,False,True,True,V5_ROSTER_WAVE_A_AVAILABLE_POOL,False,False
PROJECT,182,Gore Vidal,WAVE2_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_CHECK_ALLOWED;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_ASTROLOGY,gorevidal,GoreVidal1925,Gore Vidal,male,1925-10-03,10:00,-05:00,1925.0,"West Point, NY, United States",-73.972,41.401,False,True,True,V5_ROSTER_WAVE_A_AVAILABLE_POOL,False,False
PROJECT,184,Harper Lee,WAVE2_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_CHECK_ALLOWED;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_ASTROLOGY,harperlee,HarperLee1926,Harper Lee,female,1926-04-28,17:25,-04:00,1926.0,"Monroeville, PA, United States",-79.78,40.437,False,True,True,V5_ROSTER_WAVE_A_AVAILABLE_POOL,False,False
PROJECT,187,Ray Bradbury,WAVE2_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_CHECK_ALLOWED;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_ASTROLOGY,raybradbury,RayBradbury1920,Ray Bradbury,male,1920-08-22,16:50,-05:00,1920.0,"Waukegan, IL, United States",-87.834,42.36,False,True,True,V5_ROSTER_WAVE_A_AVAILABLE_POOL,False,False
PROJECT,192,Tom Wolfe,WAVE2_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_CHECK_ALLOWED;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_ASTROLOGY,tomwolfe,TomWolfe1930,Tom Wolfe,male,1930-03-02,02:12,-05:00,1930.0,"Richmond, VA, United States",-77.434,37.541,False,True,True,V5_ROSTER_WAVE_A_AVAILABLE_POOL,False,False
STATUS,92,Lionel Jospin,WAVE2_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_CHECK_ALLOWED;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_ASTROLOGY,lioneljospin,LionelJospin1937,Lionel Jospin,male,1937-07-12,23:10,+01:00,1937.0,"Meudon, France",2.238,48.812,False,True,True,V5_ROSTER_WAVE_A_AVAILABLE_POOL,False,False
STATUS,94,Michel Rocard,WAVE2_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_CHECK_ALLOWED;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_ASTROLOGY,michelrocard,MichelRocard1930,Michel Rocard,male,1930-08-23,09:00,+01:00,1930.0,"Courbevoie, France",2.257,48.897,False,True,True,V5_ROSTER_WAVE_A_AVAILABLE_POOL,False,False
STATUS,95,Alain Juppé,WAVE2_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_CHECK_ALLOWED;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_ASTROLOGY,alainjuppe,AlainJuppé1945,Alain Juppé,male,1945-08-15,04:00,+02:00,1945.0,"Mont-de-Marsan, France",-0.498,43.891,False,True,True,V5_ROSTER_WAVE_A_AVAILABLE_POOL,False,False
STATUS,111,Massimo D'Alema,WAVE2_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_CHECK_ALLOWED;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_ASTROLOGY,massimodalema,MassimoD'alema1949,Massimo D'alema,male,1949-04-20,10:30,+01:00,1949.0,"Rome, Italy",12.494,41.891,False,True,True,V5_ROSTER_WAVE_A_AVAILABLE_POOL,False,False
STATUS,112,Walter Veltroni,WAVE2_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_CHECK_ALLOWED;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_ASTROLOGY,walterveltroni,WalterVeltroni1955,Walter Veltroni,male,1955-07-03,02:40,+01:00,1955.0,"Rome, Italy",12.494,41.891,False,True,True,V5_ROSTER_WAVE_A_AVAILABLE_POOL,False,False
STATUS,196,Eugene McCarthy,WAVE2_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_CHECK_ALLOWED;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_ASTROLOGY,eugenemccarthy,EugeneMcCarthy1916,Eugene McCarthy,male,1916-03-29,04:00,-06:00,1916.0,"Watkins, MN, United States",-94.409,45.312,False,True,True,V5_ROSTER_WAVE_A_AVAILABLE_POOL,False,False
STATUS,208,Bill Richardson,WAVE2_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_CHECK_ALLOWED;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_ASTROLOGY,billrichardson,BillRichardson1947,Bill Richardson,male,1947-11-15,11:35,-08:00,1947.0,"Pasadena, CA, United States",-118.141,34.15,False,True,True,V5_ROSTER_WAVE_A_AVAILABLE_POOL,False,False
STATUS,244,Joachim Gauck,WAVE2_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_CHECK_ALLOWED;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_ASTROLOGY,joachimgauck,JoachimGauck1940,Joachim Gauck,male,1940-01-24,01:00,+01:00,1940.0,"Rostock, Germany",12.133,54.09,False,True,True,V5_ROSTER_WAVE_A_AVAILABLE_POOL,False,False
STATUS,248,Giorgio Napolitano,WAVE2_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_CHECK_ALLOWED;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_ASTROLOGY,giorgionapolitano,GiorgioNapolitano1925,Giorgio Napolitano,male,1925-06-29,05:30,+01:00,1925.0,"Naples, Italy",14.253,40.84,False,True,True,V5_ROSTER_WAVE_A_AVAILABLE_POOL,False,False
STATUS,250,Francesco Cossiga,WAVE2_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_CHECK_ALLOWED;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_ASTROLOGY,francescocossiga,FrancescoCossiga1928,Francesco Cossiga,male,1928-07-26,09:30,+01:00,1928.0,"Sassari, Italy",8.559,40.727,False,True,True,V5_ROSTER_WAVE_A_AVAILABLE_POOL,False,False
STATUS,305,Jack Welch,WAVE2_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_CHECK_ALLOWED;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_ASTROLOGY,jackwelch,JackWelch1935,Jack Welch,male,1935-11-19,10:30,-05:00,1935.0,"Peabody, MA, United States",-70.929,42.535,False,True,True,V5_ROSTER_WAVE_A_AVAILABLE_POOL,False,False
STATUS,323,James Baker,WAVE2_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_CHECK_ALLOWED;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_ASTROLOGY,jamesbaker,JamesBaker1930,James Baker,male,1930-04-28,07:31,-05:00,1930.0,"Houston, TX, United States",-95.37,29.761,False,True,True,V5_ROSTER_WAVE_A_AVAILABLE_POOL,False,False
STATUS,354,Guy Verhofstadt,WAVE2_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_CHECK_ALLOWED;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_ASTROLOGY,guyverhofstadt,GuyVerhofstadt1953,Guy Verhofstadt,male,1953-04-11,05:00,+01:00,1953.0,"Dendermonde, Belgium",4.099,51.03,False,True,True,V5_ROSTER_WAVE_A_AVAILABLE_POOL,False,False
STATUS,375,Olof Palme,WAVE2_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_CHECK_ALLOWED;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_ASTROLOGY,olofpalme,OlofPalme1927,Olof Palme,male,1927-01-30,05:15,+01:00,1927.0,"Stockholm Metropolitan Area, Sweden",18.064,59.333,False,True,True,V5_ROSTER_WAVE_A_AVAILABLE_POOL,False,False
