feature_set,n_subjects,macro_pairwise,subject_hit_rate,median_sep,vs_control
SHINSAL_ALL,23,0.647912353347136,0.6521739130434783,0.4174485522363405,0.1633712905452036
TENGOD,23,0.6438750862663907,0.6521739130434783,0.6002943673885014,0.15933402346445824
SHINSAL_SCALAR,23,0.5580745341614906,0.391304347826087,0.0,0.07353347135955812
SHINSAL_OTHER,23,0.5064354727398206,0.5652173913043478,0.06748350087632549,0.02189440993788816
SHINSAL_GONGMANG,23,0.4982919254658385,0.17391304347826086,0.0,0.013750862663906072
SHINSAL_NOBLE,23,0.4955141476880607,0.6521739130434783,0.3530369551109529,0.010973084886128248
