feature_set,repeat,n_subjects,macro_pairwise,subject_hit_rate,median_sep
TENGOD+UNSEONG,4,23,0.4936853002070393,0.5217391304347826,0.20552679765791115
TENGOD+UNSEONG,5,23,0.49089026915113865,0.6086956521739131,0.4361159668745018
TENGOD+UNSEONG,6,23,0.5299171842650103,0.6086956521739131,0.06596938587155998
TENGOD+UNSEONG,7,23,0.5876466528640442,0.6521739130434783,0.8887030812564931
TENGOD+UNSEONG,8,23,0.4383712905452036,0.391304347826087,-0.6167609861042841
TENGOD+UNSEONG,9,23,0.5407177363699103,0.6086956521739131,0.6406492241248158
TENGOD+UNSEONG,10,23,0.47443064182194616,0.5217391304347826,0.269102570815142
TENGOD+UNSEONG,11,23,0.45369220151828843,0.4782608695652174,-0.0020011116796929684
TENGOD+UNSEONG,12,23,0.5494133885438234,0.6521739130434783,0.4437757326641163
TENGOD+UNSEONG,13,23,0.5691856452726017,0.6086956521739131,0.5181153647872363
TENGOD+UNSEONG,14,23,0.5505175983436853,0.6086956521739131,0.8179949834753701
TENGOD+UNSEONG,15,23,0.5638026224982747,0.6521739130434783,0.7202037279255435
TENGOD+UNSEONG,16,23,0.5489648033126294,0.7391304347826086,0.47841867070227373
TENGOD+UNSEONG,17,23,0.5027950310559006,0.5217391304347826,0.2953959577181515
TENGOD+UNSEONG,18,23,0.481504485852312,0.391304347826087,-0.08123045106356552
TENGOD+UNSEONG,19,23,0.5582470669427192,0.6086956521739131,0.3940169229989312
TENGOD+UNSEONG,20,23,0.46590752242926153,0.391304347826087,-0.0856112319066531
TENGOD+UNSEONG,21,23,0.5844375431331953,0.6086956521739131,0.7006657796035762
TENGOD+UNSEONG,22,23,0.3802967563837129,0.30434782608695654,-0.8040411132726102
TENGOD+UNSEONG,23,23,0.5397515527950311,0.5652173913043478,0.49817492128642993
TENGOD+UNSEONG,24,23,0.5320910973084887,0.6521739130434783,0.26554781529737115
TENGOD+UNSEONG,25,23,0.5464803312629399,0.5217391304347826,0.5026866761538151
TENGOD+UNSEONG,26,23,0.5801587301587301,0.6521739130434783,0.48935863411251823
TENGOD+UNSEONG,27,23,0.5244306418219462,0.5217391304347826,0.14608440831020952
TENGOD+UNSEONG,28,23,0.47839889579020006,0.5217391304347826,0.05496959812173774
TENGOD+UNSEONG,29,23,0.5715320910973084,0.5217391304347826,0.031173938095742537
TENGOD+UNSEONG,30,23,0.5529330572808834,0.4782608695652174,-0.046542260619026665
TENGOD+UNSEONG,31,23,0.4432022084195997,0.5217391304347826,0.0049027569943380644
TENGOD+UNSEONG,32,23,0.5117322291235334,0.6086956521739131,0.5324453358640331
TENGOD+UNSEONG,33,23,0.4906832298136646,0.5217391304347826,0.26956160351793024
TENGOD+UNSEONG,34,23,0.4657349896480331,0.5652173913043478,0.18288868191676233
TENGOD+UNSEONG,35,23,0.5592822636300897,0.4782608695652174,-0.06206965934332809
TENGOD+UNSEONG,36,23,0.42018633540372674,0.34782608695652173,-0.41226580459943674
TENGOD+UNSEONG,37,23,0.563871635610766,0.6956521739130435,0.6972557293828805
TENGOD+UNSEONG,38,23,0.46556245686680464,0.5652173913043478,0.23498814183995576
TENGOD+UNSEONG,39,23,0.5255003450655625,0.6086956521739131,0.5075873475526083
TENGOD+UNSEONG,40,23,0.5124568668046929,0.4782608695652174,-0.011032547679783455
TENGOD+UNSEONG,41,23,0.5763630089717047,0.6521739130434783,0.4063454820360466
TENGOD+UNSEONG,42,23,0.41366459627329194,0.391304347826087,-0.7994795618061641
TENGOD+UNSEONG,43,23,0.5520703933747412,0.6521739130434783,0.4580330137561912
TENGOD+UNSEONG,44,23,0.49247757073844034,0.4782608695652174,-0.1552845863026141
TENGOD+UNSEONG,45,23,0.4989302967563837,0.5217391304347826,0.0022127161265401707
TENGOD+UNSEONG,46,23,0.49071773636991034,0.5217391304347826,0.06053471839444757
TENGOD+UNSEONG,47,23,0.488440303657695,0.4782608695652174,-0.46411662452491087
TENGOD+UNSEONG,48,23,0.5670117322291235,0.6086956521739131,0.46490871799723177
TENGOD+UNSEONG,49,23,0.5092132505175985,0.4782608695652174,-0.30178811228354263
TENGOD+SHINSAL,0,23,0.5652173913043478,0.6086956521739131,0.2878771868461485
TENGOD+SHINSAL,1,23,0.5714975845410628,0.5652173913043478,0.9895247626982453
TENGOD+SHINSAL,2,23,0.5056935817805382,0.6086956521739131,0.6005487630759214
TENGOD+SHINSAL,3,23,0.6567632850241547,0.5652173913043478,0.83271914637797
TENGOD+SHINSAL,4,23,0.4153554175293306,0.4782608695652174,-0.4238015173911016
TENGOD+SHINSAL,5,23,0.5477915804002761,0.4782608695652174,-0.12189510161072226
TENGOD+SHINSAL,6,23,0.48243616287094543,0.5217391304347826,0.002403528046608372
TENGOD+SHINSAL,7,23,0.5884057971014492,0.6086956521739131,0.9887497059880652
TENGOD+SHINSAL,8,23,0.5747412008281574,0.5217391304347826,0.008241644217776845
TENGOD+SHINSAL,9,23,0.456832298136646,0.4782608695652174,-0.013053260913578058
TENGOD+SHINSAL,10,23,0.49547964113181503,0.5217391304347826,0.15275145270952795
TENGOD+SHINSAL,11,23,0.5201173222912353,0.5217391304347826,0.033847688706906354
TENGOD+SHINSAL,12,23,0.5847826086956522,0.6521739130434783,0.5127918170992736
TENGOD+SHINSAL,13,23,0.5792960662525879,0.6521739130434783,0.37998826333311087
TENGOD+SHINSAL,14,23,0.45289855072463764,0.391304347826087,-0.11415082632166129
TENGOD+SHINSAL,15,23,0.5405797101449274,0.5652173913043478,0.38003215754129327
TENGOD+SHINSAL,16,23,0.6093167701863355,0.6521739130434783,0.6241967599201254
TENGOD+SHINSAL,17,23,0.5780193236714976,0.6086956521739131,0.46684480554222496
TENGOD+SHINSAL,18,23,0.6031400966183575,0.5652173913043478,0.4608178415859232
TENGOD+SHINSAL,19,23,0.5427536231884058,0.6086956521739131,0.9585422480693064
TENGOD+SHINSAL,20,23,0.5894409937888199,0.6956521739130435,0.5269442026898252
TENGOD+SHINSAL,21,23,0.5555555555555556,0.6956521739130435,1.0293275183623773
TENGOD+SHINSAL,22,23,0.4833333333333333,0.5217391304347826,0.18547205754370566
TENGOD+SHINSAL,23,23,0.6276052449965493,0.6956521739130435,0.4849628522187457
TENGOD+SHINSAL,24,23,0.6719806763285023,0.7391304347826086,1.2023286084159288
TENGOD+SHINSAL,25,23,0.6027950310559007,0.6956521739130435,0.9459048694262862
TENGOD+SHINSAL,26,23,0.5261559696342304,0.5217391304347826,0.126449512622973
TENGOD+SHINSAL,27,23,0.52487922705314,0.6086956521739131,0.4686561597226291
TENGOD+SHINSAL,28,23,0.5386128364389233,0.4782608695652174,-0.08859785049101365
TENGOD+SHINSAL,29,23,0.5946859903381643,0.6086956521739131,0.432590751425818
TENGOD+SHINSAL,30,23,0.5328502415458937,0.5652173913043478,0.3915653677777371
TENGOD+SHINSAL,31,23,0.5524154589371981,0.6521739130434783,0.6331224532072248
TENGOD+SHINSAL,32,23,0.5328502415458937,0.5217391304347826,0.03252069281693348
TENGOD+SHINSAL,33,23,0.5371980676328503,0.6956521739130435,0.7681683929473415
TENGOD+SHINSAL,34,23,0.5903381642512077,0.5652173913043478,1.4506696066353486
TENGOD+SHINSAL,35,23,0.5776052449965493,0.6086956521739131,1.0698073295889028
TENGOD+SHINSAL,36,23,0.5659420289855072,0.5652173913043478,0.3722043727742532
TENGOD+SHINSAL,37,23,0.6481366459627329,0.6956521739130435,0.7459995867836282
TENGOD+SHINSAL,38,23,0.5319530710835059,0.5652173913043478,0.31485866920232386
