subject_id,name,source_name,gender,preassigned_axis,birth_date,birth_time,utc_offset,birth_place,latitude,longitude,rodden_rating,source_row_key,birth_source,candidate_source,role_family,role_qid,wikidata_id,wikidata_sitelinks,seed_origin,selection_information_used,event_collection_started,astrology_scored,split,final_det_key,audit_scope,wd_label,wd_description,wd_dob_values,wd_dob_precisions,wd_birth_places,wd_gender_qids,birth_place_match,gender_match,linkage_status
V5CONFIRM_061,Marco Pannella,Marco Pannella,male,STATUS,1930-05-02,02:34,+01:00,"Teramo, Italy",42.661,13.699,AA,MarcoPannella1930,Frozen VedAstro PersonList-15k snapshot,V5_WIKIDATA_EXPANSION,politician,Q82955,Q47651,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,False,False,CONFIRM,23fb8e3fd570c5b1603d18220c59c3d9f144d74dd96f4f249f9d6503a1170367,CONFIRM,Marco Pannella,Italian politician and activist (1930-2016),1930-05-02,11,Teramo,Q6581097,True,True,PASS_EXACT_DOB
V5CONFIRM_062,Johannes Rau,Johannes Rau,male,STATUS,1931-01-16,05:00,+01:00,"Wuppertal, Germany",51.256,7.151,AA,JohannesRau1931,Frozen VedAstro PersonList-15k snapshot,V5_WIKIDATA_EXPANSION,politician,Q82955,Q2551,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,False,False,CONFIRM,2522ef3990a3027b975961706de503226fcbee8c1ad63fb3bc854a2445040b4b,CONFIRM,Johannes Rau,"German politician (SPD), 8th president of Germany from 1999 until 2004 (1931–2006)",1931-01-16,11,Wuppertal,Q6581097,True,True,PASS_EXACT_DOB
V5CONFIRM_063,Jack Welch,Jack Welch,male,STATUS,1935-11-19,10:30,-05:00,"Peabody, MA, United States",42.535,-70.929,AA,JackWelch1935,Frozen VedAstro PersonList-15k snapshot,V5_WAVE_A,,,,,WAVE2_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_CHECK_ALLOWED;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_ASTROLOGY,False,False,CONFIRM,26a5152e34b944baf0bf5427ebb5aada47c0fd77bc4409cf334ba594c8791d8d,CONFIRM,,,,,,,,,PASS_LEGACY_WAVE_A
V5CONFIRM_064,Bobby Rahal,Bobby Rahal,male,STATUS,1953-01-10,13:27,-05:00,"Medina, OH, United States",41.136,-81.864,AA,BobbyRahal1953,Frozen VedAstro PersonList-15k snapshot,V5_WIKIDATA_EXPANSION,businessperson,Q43845,Q172255,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,False,False,CONFIRM,27a4c5d7a8cbb94a8ec5ca0b9f4d3a363567e4ca8b44c4af3a970691a2fe0d6d,CONFIRM,Bobby Rahal,American racecar driver,1953-01-10,11,Medina,Q6581097,True,True,PASS_EXACT_DOB
V5CONFIRM_065,Jürgen Wagner,Jürgen Wagner,male,STATUS,1901-09-09,07:00,+01:00,"Strasburg (Uckermark), Germany",53.506,13.751,AA,JürgenWagner1901,Frozen VedAstro PersonList-15k snapshot,V5_WIKIDATA_EXPANSION,politician,Q82955,Q75518,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,False,False,CONFIRM,2879988ce2d8e09a0b2b39bf3c8f2c93cdca80e9c70c9175d9ad6d4a16fceee1,CONFIRM,Jürgen Wagner,"German SS brigade leader, major general of the Waffen-SS and war criminal (1901–1947)",1901-09-09,11,Strasbourg,Q6581097,False,True,PASS_EXACT_DOB
V5CONFIRM_066,Fritz Fischer,Fritz Fischer,male,STATUS,1908-03-05,20:00,+01:00,"Ludwigsstadt, Germany",50.485,11.389,AA,FritzFischer1908,Frozen VedAstro PersonList-15k snapshot,V5_WIKIDATA_EXPANSION,politician,Q82955,Q61533,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,False,False,CONFIRM,2bb9eadfb94ea6de27f63693f706c09e9fb3733ecbe55296481f19e138a09c38,CONFIRM,Fritz Fischer,"German SS officer and concentration camp doctor, convicted war criminal (1912-2003)",1912-10-05,11,Tegel,Q6581097,False,True,LIKELY_IDENTITY_MISMATCH
V5CONFIRM_067,Seymour Cray,Seymour Cray,male,STATUS,1925-09-28,08:30,-06:00,"Chippewa Falls, WI, United States",44.938,-91.392,AA,SeymourCray1925,Frozen VedAstro PersonList-15k snapshot,V5_WIKIDATA_EXPANSION,businessperson,Q43845,Q92765,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,False,False,CONFIRM,2ecf70ca450f6a2dee8a56a891420b0cf58f4a5ac56d03e8c3cad847d5cf191f,CONFIRM,Seymour Cray,"Applied mathematician, computer scientist, and electrical engineer (1925–1996)",1925-09-28,11,Chippewa Falls,Q6581097,True,True,PASS_EXACT_DOB
V5CONFIRM_068,Gianfranco Fini,Gianfranco Fini,male,STATUS,1952-01-03,20:40,+01:00,"Bologna, Italy",44.494,11.347,AA,GianfrancoFini1952,Frozen VedAstro PersonList-15k snapshot,V5_WIKIDATA_EXPANSION,politician,Q82955,Q47583,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,False,False,CONFIRM,34398bdc9bf6526981c2695df4ffae485f7c7cc81da0b6bbeaada8b5f8594b7c,CONFIRM,Gianfranco Fini,Italian politician (born 1952),1952-01-03,11,Bologna,Q6581097,True,True,PASS_EXACT_DOB
V5CONFIRM_069,Heinrich Hellwege,Heinrich Hellwege,male,STATUS,1908-08-18,21:30,+01:00,"Neuenkirchen-Vörden, Deutschland",52.51,8.069,AA,HeinrichHellwege1908,Frozen VedAstro PersonList-15k snapshot,V5_WIKIDATA_EXPANSION,politician,Q82955,Q72669,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,False,False,CONFIRM,345b3ae656253ad9534030d05037d017b1e8fa85192cc50526d8ec73db684db7,CONFIRM,Heinrich Hellwege,German politician (1908-1991),1908-08-18,11,Neuenkirchen,Q6581097,True,True,PASS_EXACT_DOB
V5CONFIRM_070,Guy,Guy,male,STATUS,1974-02-08,09:35,+01:00,"Neuilly-sur-Seine, France",48.884,2.273,AA,Guy1974,Frozen VedAstro PersonList-15k snapshot,V5_WIKIDATA_EXPANSION,politician,Q82955,Q28531,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,False,False,CONFIRM,37aa453283a6a5f437008c4bfb2d04446d67f1f5a617e89c55bff41d57f27b8a,CONFIRM,Guy,Count of Flanders (1251-1305),1225-00-00|1226-01-01,9,Champagne,Q6581097,False,True,REVIEW_MISSING_OR_LOW_PRECISION_DOB
V5CONFIRM_071,Jack Valenti,Jack Valenti,male,STATUS,1921-09-05,20:30,-05:00,"Houston, TX, United States",29.761,-95.37,AA,JackValenti1921,Frozen VedAstro PersonList-15k snapshot,V5_WIKIDATA_EXPANSION,businessperson,Q43845,Q1380767,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,False,False,CONFIRM,3998f9b4ff8b3311cf7bd892c4fbcbac0fe7e3341bd1b0b55eebca50555825fc,CONFIRM,Jack Valenti,American political advisor and lobbyist who served as a Special Assistant to U.S. President Lyndon B. Johnson; also President of the MPAA (1921-2007),1921-09-05,11,Houston,Q6581097,True,True,PASS_EXACT_DOB
V5CONFIRM_072,Camilo Cienfuegos,Camilo Cienfuegos,male,STATUS,1932-02-06,07:00,-05:00,"Havana, Havana, Cuba",23.128,-82.39,AA,CamiloCienfuegos1932,Frozen VedAstro PersonList-15k snapshot,V5_WIKIDATA_EXPANSION,politician,Q82955,Q26853,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,False,False,CONFIRM,3a0a4edcdf25eced2894a77cf00f4524ac8ed509e447ad6f7930cbddf58225f7,CONFIRM,Camilo Cienfuegos,Cuban revolutionary fighter and guerilla (1932–1959),1932-02-06,11,Havana,Q6581097,True,True,PASS_EXACT_DOB
V5CONFIRM_073,Jimmy Osmond,Jimmy Osmond,male,STATUS,1963-04-16,06:23,-08:00,"Los Angeles, CA, United States",34.052,-118.243,AA,JimmyOsmond1963,Frozen VedAstro PersonList-15k snapshot,V5_WIKIDATA_EXPANSION,businessperson,Q43845,Q1689414,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,False,False,CONFIRM,3bb5162e88739a081d64d4bdcc4638d5f332fe7ba46fe506521f07497644fd73,CONFIRM,Jimmy Osmond,singer from the United States and member of The Osmonds,1963-04-16,11,Canoga Park,Q6581097,False,True,PASS_EXACT_DOB
V5CONFIRM_074,Horst Wessel,Horst Wessel,male,STATUS,1907-10-09,19:30,+01:00,"Bielefeld, Germany",52.023,8.533,AA,HorstWessel1907,Frozen VedAstro PersonList-15k snapshot,V5_WIKIDATA_EXPANSION,politician,Q82955,Q57163,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,False,False,CONFIRM,3c5aa1b4839e16d19de3aa61f3d3e4e43beaadee9f4804aa9c488ec045271f7c,CONFIRM,Horst Wessel,SA officer (1907-1930),1907-10-09,11,Bielefeld,Q6581097,True,True,PASS_EXACT_DOB
V5CONFIRM_075,Gerd Bucerius,Gerd Bucerius,male,STATUS,1906-05-19,20:00,+01:00,"Hamm, Germany",51.68,7.817,AA,GerdBucerius1906,Frozen VedAstro PersonList-15k snapshot,V5_WIKIDATA_EXPANSION,politician,Q82955,Q78109,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,False,False,CONFIRM,3dd5363095e61ae738dafbd4248738e409566fd0a4f5d2557175abbc514c2214,CONFIRM,Gerd Bucerius,German politician and journalist (1906-1995),1906-05-19,11,Hamm,Q6581097,True,True,PASS_EXACT_DOB
V5CONFIRM_076,François Fillon,François Fillon,male,STATUS,1954-03-04,21:15,+01:00,"Le Mans, France",48.008,0.199,AA,FrançoisFillon1954,Frozen VedAstro PersonList-15k snapshot,V5_WIKIDATA_EXPANSION,politician,Q82955,Q101410,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,False,False,CONFIRM,3f25e1a315505588b736c86370f485d63d729242c2cc885659726a94f6c19c03,CONFIRM,François Fillon,prime minister of France (2007-2012),1954-03-04,11,Le Mans,Q6581097,True,True,PASS_EXACT_DOB
V5CONFIRM_077,Michel Rocard,Michel Rocard,male,STATUS,1930-08-23,09:00,+01:00,"Courbevoie, France",48.897,2.257,AA,MichelRocard1930,Frozen VedAstro PersonList-15k snapshot,V5_WAVE_A,,,,,WAVE2_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_CHECK_ALLOWED;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_ASTROLOGY,False,False,CONFIRM,47bee85dc0d5c6d1b256a0c66ad2e0ecb0e516b6c94f53757f9b146f66c8af08,CONFIRM,,,,,,,,,PASS_LEGACY_WAVE_A
V5CONFIRM_078,Frank Lorenzo,Frank Lorenzo,male,STATUS,1940-05-19,13:15,-04:00,"New York, NY, United States",40.713,-74.007,AA,FrankLorenzo1940,Frozen VedAstro PersonList-15k snapshot,V5_WIKIDATA_EXPANSION,businessperson,Q43845,Q1443680,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,False,False,CONFIRM,47d2a5ff8497be1355eb5382d7990c36a09ea0dfa333b318216995e8c3354073,CONFIRM,Frank Lorenzo,American businessman and philanthropist,1940-05-19,11,New York City,Q6581097,True,True,PASS_EXACT_DOB
V5CONFIRM_079,Daniel Hechter,Daniel Hechter,male,STATUS,1938-07-30,14:30,+01:00,"Paris, France",48.857,2.351,AA,DanielHechter1938,Frozen VedAstro PersonList-15k snapshot,V5_WIKIDATA_EXPANSION,businessperson,Q43845,Q711826,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,False,False,CONFIRM,4abd68dc322571bc733bbb4c1f9f7dc7d66c1dd25beda6f24990e44c4b31ef4c,CONFIRM,Daniel Hechter,French fashion designer (born 1938),1938-07-30,11,Paris,Q6581097,True,True,PASS_EXACT_DOB
V5CONFIRM_080,Gustav Knuth,Gustav Knuth,male,STATUS,1901-07-07,04:00,+01:00,"Brunswick, Germany",52.264,10.526,AA,GustavKnuth1901,Frozen VedAstro PersonList-15k snapshot,V5_WIKIDATA_EXPANSION,politician,Q82955,Q69382,,V5_WIKIDATA_ROLE_ONLY_EXPANSION,ROLE_CATEGORY_ONLY;IDENTITY_LABEL;NO_EVENT_OUTCOME;NO_CHRONOLOGY;NO_PAIRABILITY;NO_ASTROLOGY;NO_CONTROL,False,False,CONFIRM,4fe9eb2a382bdc5113bf97a6e09932f2f7a9a83677692e394fec353f42a99c1b,CONFIRM,Gustav Knuth,actor (1901-1987),1901-07-07,11,Brunswick,Q6581097,True,True,PASS_EXACT_DOB
