C,inner_macro,inner_p10,repeat,fold,model,kind,l1_ratio
0.1,0.02777777777777778,0.0,0,4,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,1.0
0.03,0.0,0.0,0,4,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,0.5
0.03,0.0,0.0,0,4,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,0.75
0.03,0.0,0.0,0,4,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,1.0
1.0,0.6411208791208791,0.6080582417582417,0,4,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,1.0
1.0,0.6179664224664224,0.5958941391941391,0,4,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,0.75
0.3,0.5891416361416362,0.5343611721611722,0,4,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,0.25
1.0,0.5862692307692309,0.5493996336996337,0,4,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,0.25
0.3,0.572551282051282,0.5184849816849817,0,4,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,1.0
1.0,0.5721758241758241,0.5385150183150182,0,4,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,0.5
0.1,0.5610811965811967,0.524296336996337,0,4,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,0.25
0.3,0.5604218559218559,0.5085197802197803,0,4,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,0.5
0.1,0.5543919413919415,0.5283311355311355,0,4,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,0.5
0.3,0.5508510378510378,0.5223630036630036,0,4,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,0.75
0.1,0.4032741147741148,0.32898351648351654,0,4,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,0.75
0.03,0.33932844932844936,0.226007326007326,0,4,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,0.25
0.1,0.2255982905982906,0.185025641025641,0,4,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,1.0
0.03,0.0,0.0,0,4,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,0.5
0.03,0.0,0.0,0,4,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,0.75
0.03,0.0,0.0,0,4,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,1.0
0.3,0.4906842129064352,0.42617283950617285,1,0,TG10_RIDGE_DIAGNOSTIC,ASTRO,
1.0,0.4839811423144757,0.39903066069732734,1,0,TG10_RIDGE_DIAGNOSTIC,ASTRO,
3.0,0.4813921675032786,0.37525505358838696,1,0,TG10_RIDGE_DIAGNOSTIC,ASTRO,
0.1,0.4655180210735766,0.41876543209876543,1,0,TG10_RIDGE_DIAGNOSTIC,ASTRO,
0.03,0.4462872518428074,0.39999457332790667,1,0,TG10_RIDGE_DIAGNOSTIC,ASTRO,
0.3,0.603807714918826,0.5453710487043819,1,0,TG10_RIDGE_DIAGNOSTIC,NPLUS,
3.0,0.6003651698096142,0.5044166327499661,1,0,TG10_RIDGE_DIAGNOSTIC,NPLUS,
1.0,0.5949045810156921,0.5215106498439832,1,0,TG10_RIDGE_DIAGNOSTIC,NPLUS,
0.03,0.5947632614299281,0.5452530185863519,1,0,TG10_RIDGE_DIAGNOSTIC,NPLUS,
0.1,0.59403857459413,0.5542009225342559,1,0,TG10_RIDGE_DIAGNOSTIC,NPLUS,
0.03,0.4801191606747162,0.43765432098765433,1,0,ALL_ORTHODOX_RIDGE_AUTO,ASTRO,
3.0,0.4793899516121738,0.4307827974494641,1,0,ALL_ORTHODOX_RIDGE_AUTO,ASTRO,
1.0,0.45675620675620676,0.4258445258445258,1,0,ALL_ORTHODOX_RIDGE_AUTO,ASTRO,
0.3,0.45286709175598067,0.3902387735721069,1,0,ALL_ORTHODOX_RIDGE_AUTO,ASTRO,
0.1,0.43639488083932526,0.3973477140143807,1,0,ALL_ORTHODOX_RIDGE_AUTO,ASTRO,
0.03,0.6209435626102293,0.49824514991181656,1,0,ALL_ORTHODOX_RIDGE_AUTO,NPLUS,
0.1,0.6018823768823768,0.538660290326957,1,0,ALL_ORTHODOX_RIDGE_AUTO,NPLUS,
3.0,0.594269208158097,0.5253269569936236,1,0,ALL_ORTHODOX_RIDGE_AUTO,NPLUS,
0.3,0.5851953601953602,0.5249443766110432,1,0,ALL_ORTHODOX_RIDGE_AUTO,NPLUS,
1.0,0.5778083028083026,0.5248148148148147,1,0,ALL_ORTHODOX_RIDGE_AUTO,NPLUS,
1.0,0.49608827386605164,0.4597476597476597,1,0,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,0.25
0.3,0.4927248677248677,0.37945326278659613,1,0,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,0.5
0.1,0.47677949622394067,0.3940238773572107,1,0,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,0.25
0.3,0.4707762402206847,0.3592456925790259,1,0,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,0.75
1.0,0.46827092660425995,0.3880477547144214,1,0,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,0.5
0.3,0.45178741012074347,0.40922805589472255,1,0,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,1.0
1.0,0.44925383258716584,0.3904314204314204,1,0,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,0.75
0.3,0.4436982770316103,0.38771537104870435,1,0,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,0.25
1.0,0.443171437615882,0.35052503052503053,1,0,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,1.0
0.1,0.4125276986388098,0.15998575498575499,1,0,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,0.75
0.1,0.39963483019038576,0.34579025912359246,1,0,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,0.5
0.03,0.35910889522000633,0.06544159544159545,1,0,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,0.25
0.1,0.3514957264957265,0.010897435897435897,1,0,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,1.0
0.03,0.3333333333333333,0.0,1,0,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,0.5
0.03,0.3333333333333333,0.0,1,0,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,0.75
0.03,0.3333333333333333,0.0,1,0,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,1.0
0.03,0.7552231718898387,0.5119183285849953,1,0,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,0.25
0.1,0.7431149097815765,0.5273029439696106,1,0,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,0.75
0.1,0.6972934472934473,0.3617758784425451,1,0,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,1.0
0.03,0.6666666666666666,0.2,1,0,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,0.5
0.03,0.6666666666666666,0.2,1,0,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,0.75
0.03,0.6666666666666666,0.2,1,0,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,1.0
0.3,0.6206157011712568,0.5770607787274453,1,0,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,0.75
0.3,0.6189142133586577,0.5778917378917379,1,0,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,1.0
1.0,0.5964579659024104,0.563968253968254,1,0,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,1.0
0.3,0.5909973771084882,0.557314475647809,1,0,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,0.25
0.3,0.5891263057929724,0.5340265906932574,1,0,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,0.5
1.0,0.5887023470356804,0.5633448650115317,1,0,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,0.75
0.1,0.5858736942070274,0.526096866096866,1,0,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,0.5
0.1,0.5819563152896486,0.5426210826210826,1,0,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,0.25
1.0,0.5813819924931035,0.5169773436440103,1,0,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,0.25
1.0,0.5631008908786687,0.5290123456790123,1,0,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,0.5
0.03,0.5765839099172433,0.5361640211640212,1,1,TG10_RIDGE_DIAGNOSTIC,ASTRO,
0.1,0.5675168452946231,0.5186155202821869,1,1,TG10_RIDGE_DIAGNOSTIC,ASTRO,
1.0,0.5548218242662687,0.46223171889838555,1,1,TG10_RIDGE_DIAGNOSTIC,ASTRO,
3.0,0.5406955184732962,0.47320037986704655,1,1,TG10_RIDGE_DIAGNOSTIC,ASTRO,
0.3,0.5325385519829964,0.45838556505223166,1,1,TG10_RIDGE_DIAGNOSTIC,ASTRO,
0.1,0.7758750508750508,0.767063492063492,1,1,TG10_RIDGE_DIAGNOSTIC,NPLUS,
0.3,0.7508925745036857,0.7429297245963913,1,1,TG10_RIDGE_DIAGNOSTIC,NPLUS,
0.03,0.7310654366209922,0.7131101614434947,1,1,TG10_RIDGE_DIAGNOSTIC,NPLUS,
1.0,0.7223007959119071,0.6972032288698956,1,1,TG10_RIDGE_DIAGNOSTIC,NPLUS,
3.0,0.7194450097227877,0.7052659069325736,1,1,TG10_RIDGE_DIAGNOSTIC,NPLUS,
3.0,0.6205032107809886,0.5613770180436847,1,1,ALL_ORTHODOX_RIDGE_AUTO,ASTRO,
1.0,0.6017585809252476,0.5179202279202278,1,1,ALL_ORTHODOX_RIDGE_AUTO,ASTRO,
0.1,0.5850133405688961,0.5440503323836656,1,1,ALL_ORTHODOX_RIDGE_AUTO,ASTRO,
0.03,0.5834836973725862,0.5389506172839506,1,1,ALL_ORTHODOX_RIDGE_AUTO,ASTRO,
0.3,0.5756172839506172,0.5214814814814814,1,1,ALL_ORTHODOX_RIDGE_AUTO,ASTRO,
0.3,0.626651178040067,0.5633808167141501,1,1,ALL_ORTHODOX_RIDGE_AUTO,NPLUS,
0.1,0.6239955003843892,0.5888369963369963,1,1,ALL_ORTHODOX_RIDGE_AUTO,NPLUS,
1.0,0.6201730882286438,0.5827540360873694,1,1,ALL_ORTHODOX_RIDGE_AUTO,NPLUS,
0.03,0.6150499706055262,0.5728571428571428,1,1,ALL_ORTHODOX_RIDGE_AUTO,NPLUS,
3.0,0.6018580699136254,0.5619505494505495,1,1,ALL_ORTHODOX_RIDGE_AUTO,NPLUS,
0.3,0.5932443585221362,0.5712773029439696,1,1,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,0.25
1.0,0.5873439831773165,0.5005413105413105,1,1,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,0.25
1.0,0.5806273459051237,0.5525166191832858,1,1,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,0.75
1.0,0.5794809614254058,0.5708112874779542,1,1,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,1.0
1.0,0.5792559806448695,0.5308736942070276,1,1,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,0.5
0.3,0.5660329896441008,0.536775878442545,1,1,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,0.5
0.1,0.5555798625243069,0.5013770180436847,1,1,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,0.25
0.3,0.5077386605164383,0.4569325735992402,1,1,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,1.0
0.3,0.5076566951566951,0.4517094017094017,1,1,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,0.75
0.03,0.4764267625378736,0.24908357075023738,1,1,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,0.25
0.1,0.46208621625288293,0.44868945868945864,1,1,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,0.5
0.1,0.440492018269796,0.23426875593542257,1,1,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,0.75
0.03,0.3333333333333333,0.0,1,1,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,0.5
0.03,0.3333333333333333,0.0,1,1,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,0.75
0.03,0.3333333333333333,0.0,1,1,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,1.0
0.1,0.33134920634920634,0.016666666666666666,1,1,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,1.0
0.03,1.0,1.0,1,1,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,0.5
0.03,1.0,1.0,1,1,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,0.75
0.03,1.0,1.0,1,1,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,1.0
0.1,0.8977863700085922,0.8697971781305114,1,1,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,1.0
0.1,0.7738784877673767,0.6868138651471986,1,1,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,0.75
0.03,0.7706733595622485,0.6848907882241216,1,1,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,0.25
1.0,0.6561180075068964,0.6313736263736264,1,1,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,0.75
1.0,0.6561180075068964,0.6313736263736264,1,1,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,1.0
0.3,0.6520005200560756,0.6256227106227106,1,1,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,0.25
0.3,0.6444235291457515,0.6176373626373627,1,1,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,0.5
1.0,0.6432364446253335,0.6063644688644688,1,1,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,0.5
0.1,0.6360076651743318,0.6160347985347985,1,1,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,0.25
1.0,0.6199187129742686,0.5501373626373627,1,1,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,0.25
0.3,0.6085826210826211,0.5976495726495726,1,1,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,0.75
0.3,0.5883196535974314,0.5774514991181658,1,1,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,1.0
0.1,0.5865622032288699,0.5658262108262109,1,1,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,0.5
0.03,0.6077301587301588,0.5766666666666668,1,2,TG10_RIDGE_DIAGNOSTIC,ASTRO,
0.1,0.5517728937728937,0.49626373626373627,1,2,TG10_RIDGE_DIAGNOSTIC,ASTRO,
0.3,0.5385677655677656,0.49434065934065935,1,2,TG10_RIDGE_DIAGNOSTIC,ASTRO,
1.0,0.5192741147741148,0.4901007326007326,1,2,TG10_RIDGE_DIAGNOSTIC,ASTRO,
3.0,0.5069297924297924,0.46588864468864466,1,2,TG10_RIDGE_DIAGNOSTIC,ASTRO,
3.0,0.6334701306923529,0.5194410527743861,1,2,TG10_RIDGE_DIAGNOSTIC,NPLUS,
0.03,0.6278326097770542,0.5978205128205129,1,2,TG10_RIDGE_DIAGNOSTIC,NPLUS,
1.0,0.5999943472165694,0.5339709673043006,1,2,TG10_RIDGE_DIAGNOSTIC,NPLUS,
0.1,0.5905937683715462,0.5362820512820513,1,2,TG10_RIDGE_DIAGNOSTIC,NPLUS,
0.3,0.5726687921132366,0.5009089675756343,1,2,TG10_RIDGE_DIAGNOSTIC,NPLUS,
0.1,0.5280641025641026,0.47131904761904764,1,2,ALL_ORTHODOX_RIDGE_AUTO,ASTRO,
0.03,0.5167728937728938,0.47746190476190475,1,2,ALL_ORTHODOX_RIDGE_AUTO,ASTRO,
0.3,0.4944847374847375,0.41453809523809526,1,2,ALL_ORTHODOX_RIDGE_AUTO,ASTRO,
1.0,0.4836483516483516,0.41572857142857145,1,2,ALL_ORTHODOX_RIDGE_AUTO,ASTRO,
3.0,0.4638070818070818,0.4038238095238096,1,2,ALL_ORTHODOX_RIDGE_AUTO,ASTRO,
0.3,0.571294600461267,0.4551485551485551,1,2,ALL_ORTHODOX_RIDGE_AUTO,NPLUS,
0.1,0.5679877221543888,0.45589743589743587,1,2,ALL_ORTHODOX_RIDGE_AUTO,NPLUS,
1.0,0.5592140369918147,0.46450278116944776,1,2,ALL_ORTHODOX_RIDGE_AUTO,NPLUS,
0.03,0.5572446072446072,0.4789743589743589,1,2,ALL_ORTHODOX_RIDGE_AUTO,NPLUS,
3.0,0.5265692126803238,0.45709537376204035,1,2,ALL_ORTHODOX_RIDGE_AUTO,NPLUS,
0.03,1.0,1.0,1,2,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,0.5
0.03,1.0,1.0,1,2,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,0.75
0.03,1.0,1.0,1,2,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,1.0
0.1,1.0,1.0,1,2,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,1.0
0.03,0.9163333333333332,0.831342857142857,1,2,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,0.25
0.1,0.8001794871794873,0.7177450549450549,1,2,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,0.75
0.3,0.5697148962148962,0.560558608058608,1,2,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,1.0
0.3,0.5612112332112332,0.5303164835164835,1,2,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,0.5
0.1,0.5376428571428571,0.5075,1,2,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,0.25
0.3,0.5277234432234431,0.5036150183150183,1,2,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,0.75
1.0,0.5070140415140415,0.4320809523809524,1,2,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,0.75
0.1,0.4989401709401709,0.4579212454212454,1,2,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,0.5
1.0,0.49889438339438336,0.41350952380952377,1,2,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,0.5
0.3,0.4902863247863248,0.4258904761904762,1,2,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,0.25
1.0,0.48434920634920636,0.42850952380952384,1,2,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,1.0
1.0,0.480949938949939,0.4021095238095238,1,2,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,0.25
0.03,0.7122507122507122,0.394017094017094,1,2,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,0.25
0.1,0.7122507122507122,0.394017094017094,1,2,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,1.0
0.03,0.6666666666666666,0.2,1,2,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,0.5
0.03,0.6666666666666666,0.2,1,2,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,0.75
0.03,0.6666666666666666,0.2,1,2,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,1.0
0.1,0.6492165242165243,0.38183760683760687,1,2,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,0.75
0.3,0.62239010989011,0.5627747252747254,1,2,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,0.75
0.3,0.6023798218242663,0.5313525980192647,1,2,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,0.5
0.1,0.5970407678741013,0.5375773300773301,1,2,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,0.5
1.0,0.5827183104960882,0.5491181657848324,1,2,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,0.25
0.3,0.5810388685388685,0.5245573870573871,1,2,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,1.0
0.3,0.5719616289060733,0.501702618369285,1,2,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,0.25
0.1,0.5462307240085018,0.4863383530050197,1,2,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,0.25
1.0,0.5428334011667345,0.46792836792836795,1,2,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,1.0
1.0,0.5266099127210239,0.49635056301722963,1,2,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,0.5
1.0,0.5177859177859178,0.46349206349206346,1,2,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,0.75
0.3,0.5425562532705389,0.5206410256410257,1,3,TG10_RIDGE_DIAGNOSTIC,ASTRO,
0.1,0.539503750218036,0.4851282051282051,1,3,TG10_RIDGE_DIAGNOSTIC,ASTRO,
0.03,0.5386643118785975,0.4822435897435897,1,3,TG10_RIDGE_DIAGNOSTIC,ASTRO,
3.0,0.5344758416186988,0.5119871794871794,1,3,TG10_RIDGE_DIAGNOSTIC,ASTRO,
1.0,0.5338566195709052,0.5014102564102564,1,3,TG10_RIDGE_DIAGNOSTIC,ASTRO,
3.0,0.6477335164835165,0.6416849816849817,1,3,TG10_RIDGE_DIAGNOSTIC,NPLUS,
0.3,0.6469703907203908,0.6044688644688645,1,3,TG10_RIDGE_DIAGNOSTIC,NPLUS,
0.03,0.6448717948717949,0.6122893772893773,1,3,TG10_RIDGE_DIAGNOSTIC,NPLUS,
1.0,0.6397970085470086,0.6224175824175825,1,3,TG10_RIDGE_DIAGNOSTIC,NPLUS,
0.1,0.6246871184371184,0.582857142857143,1,3,TG10_RIDGE_DIAGNOSTIC,NPLUS,
0.3,0.6008132740275598,0.5437179487179488,1,3,ALL_ORTHODOX_RIDGE_AUTO,ASTRO,
0.1,0.5766984999127857,0.5462820512820513,1,3,ALL_ORTHODOX_RIDGE_AUTO,ASTRO,
0.03,0.5541644863073434,0.5107051282051281,1,3,ALL_ORTHODOX_RIDGE_AUTO,ASTRO,
1.0,0.5497056514913657,0.4821794871794872,1,3,ALL_ORTHODOX_RIDGE_AUTO,ASTRO,
3.0,0.5465005232862375,0.4802564102564103,1,3,ALL_ORTHODOX_RIDGE_AUTO,ASTRO,
3.0,0.6349893162393162,0.5783699633699634,1,3,ALL_ORTHODOX_RIDGE_AUTO,NPLUS,
1.0,0.6349130036630037,0.6091163003663004,1,3,ALL_ORTHODOX_RIDGE_AUTO,NPLUS,
0.03,0.624496336996337,0.6163461538461538,1,3,ALL_ORTHODOX_RIDGE_AUTO,NPLUS,
0.3,0.6069826007326008,0.5923260073260073,1,3,ALL_ORTHODOX_RIDGE_AUTO,NPLUS,
0.1,0.5860347985347986,0.5740201465201465,1,3,ALL_ORTHODOX_RIDGE_AUTO,NPLUS,
0.1,1.0,1.0,1,3,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,1.0
0.03,0.9317002442002442,0.8822344322344322,1,3,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,0.25
0.1,0.8284493284493285,0.723992673992674,1,3,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,0.75
0.03,0.6666666666666666,0.2,1,3,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,0.5
0.03,0.6666666666666666,0.2,1,3,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,0.75
0.03,0.6666666666666666,0.2,1,3,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,1.0
1.0,0.5623517355660214,0.5212820512820513,1,3,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,0.25
0.3,0.562146781789639,0.5187820512820513,1,3,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,0.25
1.0,0.5507216989359847,0.4892948717948718,1,3,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,0.75
0.1,0.5445948892377463,0.5162585034013605,1,3,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,0.5
0.1,0.5405285190999477,0.5078205128205129,1,3,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,0.25
1.0,0.5366125937554509,0.48378205128205126,1,3,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,0.5
0.3,0.5265415140415141,0.4917948717948718,1,3,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,0.75
0.3,0.522420634920635,0.5052564102564102,1,3,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,0.5
0.3,0.5118894993894995,0.5008333333333334,1,3,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,1.0
1.0,0.49878553985696844,0.48160256410256413,1,3,ALL_ORTHODOX_ELASTICNET_AUTO,ASTRO,1.0
0.1,0.7295482295482296,0.4025641025641026,1,3,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,1.0
0.03,0.6742979242979242,0.40897435897435896,1,3,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,0.25
0.1,0.6721611721611721,0.4076923076923077,1,3,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,0.75
0.03,0.6666666666666666,0.2,1,3,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,0.5
0.03,0.6666666666666666,0.2,1,3,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,0.75
0.03,0.6666666666666666,0.2,1,3,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,1.0
0.3,0.6353327228327229,0.6016758241758242,1,3,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,1.0
0.1,0.6296092796092796,0.5950732600732601,1,3,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,0.5
1.0,0.6257173382173382,0.6023351648351648,1,3,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,0.25
0.3,0.6122863247863247,0.602032967032967,1,3,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,0.25
0.1,0.6032356532356533,0.5400549450549451,1,3,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,0.25
1.0,0.602815934065934,0.5536263736263736,1,3,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,0.75
1.0,0.5882020757020757,0.5629487179487179,1,3,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,0.5
1.0,0.5880952380952381,0.5520879120879122,1,3,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,1.0
0.3,0.5769459706959706,0.5333699633699635,1,3,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,0.5
0.3,0.5725503663003664,0.5171794871794873,1,3,ALL_ORTHODOX_ELASTICNET_AUTO,NPLUS,0.75
0.03,0.5430046805046804,0.44693155609822277,1,4,TG10_RIDGE_DIAGNOSTIC,ASTRO,
0.1,0.5402546013657125,0.473676570343237,1,4,TG10_RIDGE_DIAGNOSTIC,ASTRO,
0.3,0.4734624429068874,0.4653927553927554,1,4,TG10_RIDGE_DIAGNOSTIC,ASTRO,
1.0,0.46742527020304797,0.42618708452041787,1,4,TG10_RIDGE_DIAGNOSTIC,ASTRO,
3.0,0.4406762990096323,0.4064339981006648,1,4,TG10_RIDGE_DIAGNOSTIC,ASTRO,
3.0,0.7153922466422467,0.6517399267399266,1,4,TG10_RIDGE_DIAGNOSTIC,NPLUS,
0.03,0.6921474358974359,0.6507509157509158,1,4,TG10_RIDGE_DIAGNOSTIC,NPLUS,
0.1,0.6834859584859586,0.6338095238095238,1,4,TG10_RIDGE_DIAGNOSTIC,NPLUS,
0.3,0.6695665445665445,0.5981684981684982,1,4,TG10_RIDGE_DIAGNOSTIC,NPLUS,
1.0,0.6671626984126985,0.6154761904761904,1,4,TG10_RIDGE_DIAGNOSTIC,NPLUS,
0.3,0.551954167231945,0.5154673721340388,1,4,ALL_ORTHODOX_RIDGE_AUTO,ASTRO,
1.0,0.5360528874417764,0.47437389770723104,1,4,ALL_ORTHODOX_RIDGE_AUTO,ASTRO,
0.1,0.5321694252249808,0.509400352733686,1,4,ALL_ORTHODOX_RIDGE_AUTO,ASTRO,
0.03,0.5230034368923258,0.48611992945326277,1,4,ALL_ORTHODOX_RIDGE_AUTO,ASTRO,
