subject_id,correct,repeat,fold,model
V5DEV_030,0.42857142857142855,0,1,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_031,1.0,0,1,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_035,0.5,0,1,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_039,0.3333333333333333,0,1,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_108,0.6666666666666666,0,1,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_126,1.0,0,1,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_134,1.0,0,1,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_152,1.0,0,1,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEVE2_007,0.5,0,1,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEVE2_083,1.0,0,1,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEVE2_160,1.0,0,1,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_008,0.0,0,1,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_010,0.75,0,1,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_038,0.0,0,1,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_066,1.0,0,1,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_103,0.0,0,1,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_115,0.5,0,1,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_008,0.5,0,1,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_020,0.0,0,1,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_030,0.5714285714285714,0,1,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_031,1.0,0,1,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_035,0.5,0,1,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_039,0.3333333333333333,0,1,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_108,0.6666666666666666,0,1,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_126,1.0,0,1,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_134,1.0,0,1,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_152,1.0,0,1,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEVE2_007,0.0,0,1,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVE2_083,1.0,0,1,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVE2_160,1.0,0,1,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVX_008,0.0,0,1,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVX_010,0.5,0,1,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVX_038,0.0,0,1,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVX_066,1.0,0,1,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVX_103,0.0,0,1,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVX_115,0.5,0,1,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_008,1.0,0,1,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_020,1.0,0,1,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_030,0.0,0,1,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_031,1.0,0,1,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_035,0.5,0,1,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_039,1.0,0,1,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_108,0.6666666666666666,0,1,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_126,1.0,0,1,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_134,1.0,0,1,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_152,1.0,0,1,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVE2_007,0.5,0,1,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVE2_083,1.0,0,1,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVE2_160,1.0,0,1,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVX_008,0.5,0,1,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVX_010,0.5,0,1,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVX_038,0.0,0,1,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVX_066,1.0,0,1,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVX_103,1.0,0,1,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVX_115,0.0,0,1,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_008,0.5,0,1,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_020,1.0,0,1,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_030,0.5714285714285714,0,1,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_031,1.0,0,1,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_035,0.5,0,1,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_039,0.3333333333333333,0,1,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_108,0.6666666666666666,0,1,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_126,1.0,0,1,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_134,1.0,0,1,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_152,1.0,0,1,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVE2_015,1.0,0,2,NUISANCE_ONLY
V5DEVE2_022,0.5,0,2,NUISANCE_ONLY
V5DEVE2_028,1.0,0,2,NUISANCE_ONLY
V5DEVE2_042,1.0,0,2,NUISANCE_ONLY
V5DEVX_007,0.0,0,2,NUISANCE_ONLY
V5DEVX_025,1.0,0,2,NUISANCE_ONLY
V5DEVX_036,1.0,0,2,NUISANCE_ONLY
V5DEVX_108,1.0,0,2,NUISANCE_ONLY
V5DEVX_147,1.0,0,2,NUISANCE_ONLY
V5DEVX_154,0.5,0,2,NUISANCE_ONLY
V5DEV_005,0.8,0,2,NUISANCE_ONLY
V5DEV_010,0.0,0,2,NUISANCE_ONLY
V5DEV_012,0.5,0,2,NUISANCE_ONLY
V5DEV_014,0.5,0,2,NUISANCE_ONLY
V5DEV_022,1.0,0,2,NUISANCE_ONLY
V5DEV_024,1.0,0,2,NUISANCE_ONLY
V5DEV_040,0.0,0,2,NUISANCE_ONLY
V5DEV_084,0.6666666666666666,0,2,NUISANCE_ONLY
V5DEV_138,0.5,0,2,NUISANCE_ONLY
V5DEV_158,0.5,0,2,NUISANCE_ONLY
