candidate,astro_primary,astro_primary_p10,nplus_primary,nuisance_primary,conditional_delta_vs_nuisance,bootstrap_p_delta_gt_0,broad_astro,broad_nplus,broad_nuisance,broad_conditional_delta,supported_wave_min,simplicity_order,astro_ge_055,astro_p10_ge_048,conditional_delta_ge_001,bootstrap_p_delta_ge_080,broad_astro_ge_052,broad_conditional_delta_ge_000,supported_wave_floor_ge_045,all_gates
ALL_ORTHODOX_RIDGE_AUTO,0.5369428571428572,0.5157619047619048,0.6188047619047619,0.6777333333333333,-0.05892857142857142,0.0818,0.5243658424908425,0.619672619047619,0.7072596153846155,-0.0875869963369964,0.4722222222222223,0,False,True,False,False,True,False,True,False
ALL_ORTHODOX_ELASTICNET_AUTO,0.46444285714285716,0.38998333333333335,0.624945238095238,0.6777333333333333,-0.052788095238095245,0.0614,0.46847069597069596,0.5880311355311355,0.7072596153846155,-0.11922847985347995,0.4444444444444444,1,False,False,False,False,False,False,False,False
